NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
PPEF2	1	Ppef2	
INSIG2	1	Insig2	
INSIG1	1	Insig1	
MTLN	1	Mtln	
MTM1	1	Mtm1	
CDIPTOSP	1	Cdiptos	
TPR	1	Tpr	
BTLA	1	Btla	
MAP2K7	1	Map2k7	
MAP2K5	1	Map2k5	
MAP2K6	1	Map2k6	
SYNJ2	1	Synj2	
COPS4	1	Cops4	
COPRS	1	Coprs	
COPS3	1	Cops3	
COPS6	1	Cops6	
COPS5	1	Cops5	
SYNJ1	1	Synj1	
COPS2	1	Cops2	
COPS8	1	Cops8	
COPS9	1	Cops9	
BMPR2	1	Bmpr2	
GAL3ST1	1	Gal3st1	
SYNE4	1	Syne4	
MTO1	1	Mto1	
SYNE3	1	Syne3	
SYNE2	1	Syne2	
SYNE1	1	Syne1	
THBD	1	Thbd	
PRKG2	1	Prkg2	
SERAC1	1	Serac1	
PRKG1	1	Prkg1	
SECISBP2L	1	Secisbp2l	
LANCL1	1	Lancl1	
AVPR2	1	Avpr2	
TSN	1	Tsn	
TST	1	Tst	
ESPL1	1	Espl1	
LANCL2	1	Lancl2	
ALDH9A1	1	Aldh9a1	
MTPN	1	Mtpn	
LEPROT	1	Leprot	
TTK	1	Ttk	
TTL	1	Ttl	
TTN	1	Ttn	
ABLIM1	1	Ablim1	
ABLIM2	1	Ablim2	
ABLIM3	1	Ablim3	
ALOXE3	1	Aloxe3	
MTOR	1	Mtor	
GLOD4	1	Glod4	
DYNC2I2	1	Wdr34	
DYNC2I1	1	Wdr60	
TCERG1	1	Tcerg1	
C12orf57	1	Grcc10	
MTRR	1	Mtrr	
WDSUB1	1	Wdsub1	
HDAC10	1	Hdac10	
ZMYND8	1	Zmynd8	
PITPNB	1	Pitpnb	
HDAC11	1	Hdac11	
AQP9	1	Aqp9	
PITPNA	1	Pitpna	
AQP5	1	Aqp5	
MKI67	1	Mki67	
AQP3	1	Aqp3	
GBA2	1	Gba2	
AQP1	1	Aqp1	
KIAA0930	1	5031439G07Rik	
C12orf60	1	BC049715	
SYNPO	1	Synpo	
BTRC	1	Btrc	
DYNC2H1	1	Dync2h1	
CPT1A	1	Cpt1a	
IFRD2	1	Ifrd2	
IFRD1	1	Ifrd1	
KNL1	1	Knl1	
CPT1C	1	Cpt1c	
CPT1B	1	Cpt1b	
NIF3L1	1	Nif3l1	
HECA	1	Heca	
UHRF1BP1	1	Uhrf1bp1	
CAGE1	1	Cage1	
RTEL1	1	Rtel1	
TXK	1	Txk	
MTTP	1	Mttp	
TXN	1	Txn1	
STRIP1	1	Strip1	
STRIP2	1	Strip2	
SYNRG	1	Synrg	
TYR	1	Tyr	
OCEL1	1	Ocel1	
ZZZ3	1	Zzz3	
VNN3	1	Vnn3	
C12orf73	1	1190007I07Rik	
TENM4	1	Tenm4	
GBE1	1	Gbe1	
SEC61G	1	Sec61g	
TMED3	1	Tmed3	
TMED2	1	Tmed2	
DGCR6L	1	Dgcr6	
TMED1	1	Tmed1	
SEC61B	1	Sec61b	
ERMAP	1	Ermap	
TMED5	1	Tmed5	
TMED4	1	Tmed4	
ZYG11B	1	Zyg11b	
TMED9	1	Tmed9	
TMED8	1	Tmed8	
HEG1	1	Heg1	
SCNM1	1	Scnm1	
SDCCAG8	1	Sdccag8	
AVPI1	1	Avpi1	
DTYMK	1	Dtymk	
RBFA	1	Rbfa	
C12orf43	1	2210016L21Rik	
MTX1	1	Mtx1	
MTX2	1	Mtx2	
C12orf29	1	4930430F08Rik	
MTX3	1	Mtx3	
GBF1	1	Gbf1	
NR6A1	1	Nr6a1	
PRKRA	1	Prkra	
COPG2	1	Copg2	
COPG1	1	Copg1	
FRA10AC1	1	Fra10ac1	
CCL4L2	1	Ccl4	
HELB	1	Helb	
BMPER	1	Bmper	
IL11RA	1	Il11ra1	
STIMATE	1	Stimate	
ACYP2	1	Acyp2	
CDPF1	1	Cdpf1	
ACYP1	1	Acyp1	
RSBN1	1	Rsbn1	
ZCCHC8	1	Zcchc8	
ZCCHC7	1	Zcchc7	
COPB2	1	Copb2	
COPB1	1	Copb1	
ALOX15	1	Alox15	
ZCCHC9	1	Zcchc9	
ALOX12	1	Alox12	
ZMAT1	1	Zmat1	
UBB	1	Ubb	
ZMAT2	1	Zmat2	
ZMAT3	1	Zmat3	
C15orf61	1	2300009A05Rik	
UBC	1	Ubc	
ZMAT5	1	Zmat5	
C15orf65	1	Ccpg1os	
LONRF3	1	Lonrf3	
LONRF1	1	Lonrf1	
CPSF4	1	Cpsf4	
CPSF7	1	Cpsf7	
HELQ	1	Helq	
CPSF6	1	Cpsf6	
MPIG6B	1	Mpig6b	
CPSF1	1	Cpsf1	
CPSF3	1	Cpsf3	
CPSF2	1	Cpsf2	
HELZ	1	Helz	
SELE	1	Sele	
SELP	1	Selp	
SEM1	1	Sem1	
SELL	1	Sell	
BAMBI	1	Bambi	
CRYL1	1	Cryl1	
RBIS	1	1810022K09Rik	
ZCCHC4	1	Zcchc4	
FGFR4	1	Fgfr4	
ZCCHC3	1	Zcchc3	
FGFR3	1	Fgfr3	
ZCCHC2	1	Zcchc2	
FGFR2	1	Fgfr2	
FGFR1	1	Fgfr1	
C15orf39	1	1700017B05Rik	
GLP1R	1	Glp1r	
THRB	1	Thrb	
THRA	1	Thra	
OPLAH	1	Oplah	
RBM3	1	Rbm3	
RBM4	2	Rbm4:Gm21992	
C15orf40	1	3110040N11Rik	
RBM7	1	Rbm7	
RBM5	1	Rbm5	
RBM6	1	Rbm6	
C15orf48	1	AA467197	
MYRIP	1	Myrip	
RBL2	1	Rbl2	
GAP43	1	Gap43	
RBL1	1	Rbl1	
TMEM9	1	Tmem9	
RBKS	1	Rbks	
NRXN2	1	Nrxn2	
BICRA	1	Bicra	
NXF1	1	Nxf1	
MUC1	1	Muc1	
SAP30L	1	Sap30l	
POC1A	1	Poc1a	
POC1B	1	Poc1b	
HES1	1	Hes1	
BUB3	1	Bub3	
TENT2	1	Tent2	
GBP2	2	Gbp2b:Gbp2	
BUB1	1	Bub1	
HES2	1	Hes2	
GBP4	1	Gbp3	
MUC6	1	Muc6	
CRYGN	1	Crygn	
CAPN12	1	Capn12	
CAPN10	1	Capn10	
LYNX1-SLURP2	1	Lynx1	
FSIP1	1	Fsip1	
RBMX	1	Rbmx	
ADAMDEC1	1	Adamdec1	
ZFYVE9	1	Zfyve9	
ARAF	1	Araf	
C22orf23	1	1700088E04Rik	
RBPJ	1	Rbpj	
ZFYVE1	1	Zfyve1	
ZFYVE28	1	Zfyve28	
ZFYVE26	1	Zfyve26	
ZFYVE27	1	Zfyve27	
UBASH3B	1	Ubash3b	
LRAT	1	Lrat	
UBASH3A	1	Ubash3a	
GBP6	4	Gbp6:Gbp8:Gbp9:Gbp4	
HES7	1	Hes7	
HES6	1	Hes6	
GBP5	1	Gbp5	
GBP7	1	Gbp7	
RNASE6	1	Rnase6	
HPCAL1	1	Hpcal1	
ZFYVE21	1	Zfyve21	
RNASE4	1	Rnase4	
RNASE3	1	Ear10	
GAPVD1	1	Gapvd1	
RNASE2	4	Rnase2a:Rnase2b:Ear1:Ear2	
C22orf39	1	2510002D24Rik	
HPCAL4	1	Hpcal4	
RBP4	1	Rbp4	
ZFYVE16	1	Zfyve16	
ZFYVE19	1	Zfyve19	
RBP1	1	Rbp1	
CEP85L	1	Cep85l	
OR2K2	1	Olfr267	
SDR39U1	1	Sdr39u1	
SLCO5A1	1	Slco5a1	
THY1	1	Thy1	
EDEM3	1	Edem3	
MCTS1	1	Mcts1	
LRBA	1	Lrba	
EDEM1	1	Edem1	
EDEM2	1	Edem2	
NETO2	1	Neto2	
PTRHD1	1	Ptrhd1	
SETX	1	Setx	
COL1A1	1	Col1a1	
COL1A2	1	Col1a2	
DCHS1	1	Dchs1	
ARF3	1	Arf3	
ARF4	1	Arf4	
ARF1	1	Arf1	
HEXB	1	Hexb	
HEXA	1	Hexa	
HEXD	1	Hexdc	
AREG	1	Areg	
IKBKB	1	Ikbkb	
TUBA1C	1	Tuba1c	
TUBA1B	1	Tuba1b	
TUBA1A	1	Tuba1a	
HEY1	1	Hey1	
IKBKG	1	Ikbkg	
IKBKE	1	Ikbke	
IKBIP	1	Ikbip	
ARG2	1	Arg2	
ARG1	1	Arg1	
RRAS2	1	Rras2	
RBSN	1	Rbsn	
GPRC5B	1	Gprc5b	
GPRC5A	1	Gprc5a	
RILPL2	1	Rilpl2	
RILPL1	1	Rilpl1	
DSCAML1	1	Dscaml1	
GPRC5C	1	Gprc5c	
ARF5	1	Arf5	
ARF6	1	Arf6	
KATNIP	1	D430042O09Rik	
RNASEL	1	Rnasel	
RNASEK	1	Rnasek	
STAU1	1	Stau1	
STAU2	1	Stau2	
MIEF2	1	Mief2	
MIEF1	1	Mief1	
UNG	1	Ung	
PROKR1	1	Prokr1	
GLRA1	1	Glra1	
TUBA3D	1	Tuba3b	
UNK	1	Unk	
H3C13	1	Hist2h2be	
STAT4	1	Stat4	
STAT6	1	Stat6	
STAT1	1	Stat1	
STAT2	1	Stat2	
STAT3	1	Stat3	
CASTOR1	1	Castor1	
ASPRV1	1	Asprv1	
HEYL	1	Heyl	
LRG1	1	Lrg1	
CASTOR2	1	Castor2	
SERBP1	1	Serbp1	
UBAP1	1	Ubap1	
ETFBKMT	1	Etfbkmt	
UBAP2	1	Ubap2	
ERO1A	1	Ero1l	
ERO1B	1	Ero1lb	
CCNT2	1	Ccnt2	
CCNT1	1	Ccnt1	
SMCHD1	1	Smchd1	
PPP1R16B	1	Ppp1r16b	
MINAR1	1	Minar1	
AREL1	1	Arel1	
KHNYN	1	Khnyn	
PPP1R16A	1	Ppp1r16a	
MUL1	1	Mul1	
TUBA4A	1	Tuba4a	
OR2T5	1	Olfr328	
RBX1	1	Rbx1	
RBMXL1	1	Rbmxl1	
NPTXR	1	Nptxr	
PFKFB2	1	Pfkfb2	
PFKFB1	1	Pfkfb1	
PFKFB4	1	Pfkfb4	
PFKFB3	1	Pfkfb3	
TUBGCP2	1	Tubgcp2	
ARL6	1	Arl6	
ARL3	1	Arl3	
ARL1	1	Arl1	
ARL2	1	Arl2	
RAP1GAP	1	Rap1gap	
BCL2L12	1	Bcl2l12	
SBNO1	1	Sbno1	
BCL2L13	1	Bcl2l13	
SBNO2	1	Sbno2	
BCL2L11	1	Bcl2l11	
ATG101	1	Atg101	
BCL2L14	1	Bcl2l14	
BCL2L15	1	Bcl2l15	
TIA1	1	Tia1	
BICRAL	1	Bicral	
MFHAS1	1	Mfhas1	
UST	1	Ust	
TUBGCP5	1	Tubgcp5	
TUBGCP6	1	Tubgcp6	
TUBGCP3	1	Tubgcp3	
TUBGCP4	1	Tubgcp4	
CNTNAP1	1	Cntnap1	
NXT1	1	Nxt1	
PPP1R13B	1	Ppp1r13b	
COX4I1	1	Cox4i1	
COX4I2	1	Cox4i2	
PIK3CD	1	Pik3cd	
PIK3CB	1	Pik3cb	
NXT2	1	Nxt2	
PIK3CG	1	Pik3cg	
PPP1R13L	1	Ppp1r13l	
OR2Y1	1	Olfr1385	
EIF3CL	1	Eif3c	
UTY	1	Uty	
PPP1R12A	1	Ppp1r12a	
ARNT	1	Arnt	
PIK3CA	1	Pik3ca	
PIK3C3	1	Pik3c3	
PPP1R12B	1	Ppp1r12b	
PPP1R12C	1	Ppp1r12c	
PPP1R15A	1	Ppp1r15a	
PPP1R15B	1	Ppp1r15b	
LRP1	1	Lrp1	
LRP5	1	Lrp5	
LRP4	1	Lrp4	
KATNB1	1	Katnb1	
FURIN	1	Furin	
LRP8	1	Lrp8	
LRP6	1	Lrp6	
PRIMPOL	1	Primpol	
MIEN1	1	Mien1	
CNNM1	1	Cnnm1	
KATNA1	1	Katna1	
TIFA	1	Tifa	
LACTBL1	1	Lactbl1	
PCBD1	1	Pcbd1	
PCBD2	1	Pcbd2	
CNNM2	1	Cnnm2	
CNNM3	1	Cnnm3	
CNNM4	1	Cnnm4	
PPP1R14A	1	Ppp1r14a	
METAP1D	1	Metap1d	
PPP1R14B	1	Ppp1r14b	
PPP1R14C	1	Ppp1r14c	
TIE1	1	Tie1	
OR2V1	1	Olfr56	
CDR2L	1	Cdr2l	
EPHB6	1	Ephb6	
EIF4A2	1	Eif4a2	
EIF4A1	1	Eif4a1	
LRR1	1	Lrr1	
ULK4	1	Ulk4	
EIF4A3	1	Eif4a3	
TONSL	1	Tonsl	
DNHD1	1	Dnhd1	
GCC2	1	Gcc2	
GCC1	1	Gcc1	
NUBP1	1	Nubp1	
NUBP2	1	Nubp2	
UXT	1	Uxt	
DHX57	1	Dhx57	
DHX58	1	Dhx58	
RCC1	1	Rcc1	
BCAP29	1	Bcap29	
CCNL2	1	Ccnl2	
CCNL1	1	Ccnl1	
ACAD11	1	Acad11	
ACAD10	2	Acad12:Acad10	
EPHB4	1	Ephb4	
EPHB3	1	Ephb3	
EPHA4	1	Epha4	
ARSA	1	Arsa	
PABIR1	1	Fam122a	
EPHA7	1	Epha7	
PABIR2	1	Fam122b	
GCAT	1	Gcat	
DHX40	1	Dhx40	
MXRA8	1	Mxra8	
ULK3	1	Ulk3	
ULK2	1	Ulk2	
ULK1	1	Ulk1	
MXRA7	1	Mxra7	
EPHA1	1	Epha1	
PEX11G	1	Pex11g	
MMADHC	1	Mmadhc	
EPHA2	1	Epha2	
GCDH	1	Gcdh	
PAXIP1	1	Paxip1	
PEX11A	1	Pex11a	
PEX11B	1	Pex11b	
PIK3R4	1	Pik3r4	
SUPT4H1	1	Supt4a	
PIK3R3	1	Pik3r3	
PIK3R2	1	Pik3r2	
PTTG1IP	1	Pttg1ip	
PIK3R1	1	Pik3r1	
ART3	1	Art3	
PIK3R6	1	Pik3r6	
PIK3R5	1	Pik3r5	
DHX30	1	Dhx30	
DHX32	1	Dhx32	
RAB11FIP1	1	Rab11fip1	
PCBP3	1	Pcbp3	
TESPA1	1	Tespa1	
DHX33	1	Dhx33	
DHX34	1	Dhx34	
PCBP4	1	Pcbp4	
MIER3	1	Mier3	
DHX35	1	Dhx35	
PCBP1	1	Pcbp1	
MICAL1	1	Mical1	
MIER2	1	Mier2	
DHX36	1	Dhx36	
MIER1	1	Mier1	
ARSK	1	Arsk	
PCBP2	1	Pcbp2	
DHX37	1	Dhx37	
DHX38	1	Dhx38	
ARSI	1	Arsi	
ARSG	1	Arsg	
RCE1	1	Rce1	
ZBED6	1	Gm38394	
N4BP3	1	N4bp3	
RAB11FIP2	1	Rab11fip2	
N4BP2	1	N4bp2	
ZBED5	1	Zbed5	
RAB11FIP3	1	Rab11fip3	
N4BP1	1	N4bp1	
CLHC1	1	Clhc1	
RAB11FIP4	1	Rab11fip4	
ARSB	1	Arsb	
ZBED4	1	Zbed4	
RAB11FIP5	1	Rab11fip5	
ZBED3	1	Zbed3	
WWTR1	1	Wwtr1	
RCC2	1	Rcc2	
MICAL3	1	Mical3	
MICAL2	1	Mical2	
OR2Z1	1	Olfr373	
DHX29	1	Dhx29	
TAS2R60	1	Tas2r135	
CETN2	1	Cetn2	
CETN3	1	Cetn3	
ARV1	1	Arv1	
STBD1	1	Stbd1	
DHX15	1	Dhx15	
DHX16	1	Dhx16	
NCOA1	1	Ncoa1	
NCOA2	1	Ncoa2	
NCOA5	1	Ncoa5	
STARD3NL	1	Stard3nl	
NCOA6	1	Ncoa6	
NCOA3	1	Ncoa3	
NCOA4	1	Ncoa4	
VSNL1	1	Vsnl1	
BANK1	1	Bank1	
NCOA7	1	Ncoa7	
CRELD1	1	Creld1	
CRELD2	1	Creld2	
SFI1	1	Sfi1	
DEFB124	1	Defb25	
SAMM50	1	Samm50	
BCAP31	1	Bcap31	
GCH1	1	Gch1	
NUBPL	1	Nubpl	
DEFB135	1	Defb30	
MAD2L2	1	Mad2l2	
GARS1	1	Gars	
CCNG2	1	Ccng2	
CCNG1	1	Ccng1	
AUNIP	1	Aunip	
TARDBP	1	Tardbp	
MAD2L1	1	Mad2l1	
KLHL36	1	Klhl36	
KLHL38	1	Klhl38	
KLHL32	1	Klhl32	
KLHL33	1	Klhl33	
KLHL35	1	Klhl35	
PHRF1	1	Phrf1	
CCND3	1	Ccnd3	
CCND2	1	Ccnd2	
CCND1	1	Ccnd1	
BANF1	1	Banf1	
PDGFRB	1	Pdgfrb	
PDGFRA	1	Pdgfra	
TPRA1	1	Tpra1	
CYBB	1	Cybb	
CYBA	1	Cyba	
KLHL41	1	Klhl41	
RPP25L	1	Rpp25l	
PDGFRL	1	Pdgfrl	
KLHL42	1	Klhl42	
PROCR	1	Procr	
CCNE2	1	Ccne2	
CCNE1	1	Ccne1	
C9orf116	1	1700007K13Rik	
VCL	1	Vcl	
KLHL18	1	Klhl18	
VCP	1	Vcp	
NDRG4	1	Ndrg4	
NDRG3	1	Ndrg3	
KLHL15	1	Klhl15	
KLHL11	1	Klhl11	
KLHL12	1	Klhl12	
KLHL13	1	Klhl13	
NDRG2	1	Ndrg2	
NDRG1	1	Ndrg1	
TAF5L	1	Taf5l	
CCNB2	1	Ccnb2	
CCNB1	1	Ccnb1	
CYC1	1	Cyc1	
PRODH	1	Prodh	
GCN1	1	Gcn1l1	
KLHL25	1	Klhl25	
KLHL26	1	Klhl26	
VDR	1	Vdr	
KLHL28	1	Klhl28	
KLHL21	1	Klhl21	
NFXL1	1	Nfxl1	
KLHL22	1	Klhl22	
KLHL23	1	Klhl23	
KLHL24	1	Klhl24	
GULP1	1	Gulp1	
KLHL20	1	Klhl20	
RCL1	1	Rcl1	
GCLC	1	Gclc	
C9orf131	1	1700022I11Rik	
APPBP2	1	Appbp2	
CYCS	2	Cycs:Gm10053	
TAF4B	1	Taf4b	
GCLM	1	Gclm	
YWHAE	1	Ywhae	
LGALS3BP	1	Lgals3bp	
MCUR1	1	Mcur1	
YWHAB	1	Ywhab	
CNRIP1	1	Cnrip1	
YWHAQ	1	Ywhaq	
ABHD16A	1	Abhd16a	
SFR1	1	Sfr1	
GATAD1	1	Gatad1	
YWHAG	1	Ywhag	
YWHAH	1	Ywhah	
GLRX3	1	Glrx3	
GLRX5	1	Glrx5	
TBC1D8	1	Tbc1d8	
TBC1D9	1	Tbc1d9	
ABHD14B	1	Abhd14b	
ABHD14A	1	Abhd14a	
GLRX2	1	Glrx2	
YWHAZ	1	Ywhaz	
CCNA2	1	Ccna2	
RCN3	1	Rcn3	
TBC1D1	1	Tbc1d1	
RCN1	1	Rcn1	
TBC1D2	1	Tbc1d2	
SFPQ	1	Sfpq	
PSRC1	1	Psrc1	
RCN2	1	Rcn2	
MMRN1	1	Mmrn1	
TBC1D4	1	Tbc1d4	
TBC1D5	1	Tbc1d5	
MMRN2	1	Mmrn2	
TBC1D7	1	Tbc1d7	
RRBP1	1	Rrbp1	
ABHD17C	1	Abhd17c	
CYGB	1	Cygb	
TAF1D	1	Taf1d	
TAF1B	1	Taf1b	
TNKS2	1	Tnks2	
TAF1C	1	Taf1c	
TAF1A	1	Taf1a	
VHL	1	Vhl	
TAF15	1	Taf15	
TAF12	1	Taf12	
TAF13	1	Taf13	
TAF10	1	Taf10	
TAF11	1	Taf11	
ABHD17B	1	Abhd17b	
ABHD17A	1	Abhd17a	
ASB8	1	Asb8	
ASB6	1	Asb6	
ASB7	1	Asb7	
ASB4	1	Asb4	
QRICH1	1	Qrich1	
VIM	1	Vim	
ASB5	1	Asb5	
QRICH2	1	Qrich2	
ASB2	1	Asb2	
ASB1	1	Asb1	
MAML2	1	Maml2	
MAML1	1	Maml1	
RAPH1	1	Raph1	
THYN1	1	Thyn1	
GCSH	1	Gcsh	
WSB1	1	Wsb1	
WSB2	1	Wsb2	
ANKHD1-EIF4EBP3	1	Ankhd1	
IFT80	1	Ift80	
IFT88	1	Ift88	
IFT81	1	Ift81	
MAML3	1	Maml3	
UBA52	1	Uba52	
NEDD4L	1	Nedd4l	
SLAIN2	1	Slain2	
ATXN7L3B	1	Atxn7l3b	
SLAIN1	1	Slain1	
GSDMD	1	Gsdmd	
GSDMC	1	Gsdmc4	
GSDMA	1	Gsdma	
TMEM190	1	Tmem190	
TMEM192	1	Tmem192	
RNASE12	1	Rnase12	
TMEM198	1	Tmem198	
TMEM199	1	Tmem199	
CYLD	1	Cyld	
ASAH2B	1	Asah2	
GSDME	1	Gsdme	
TMEM181	1	Tmem181a	
TMEM186	1	Tmem186	
TMSB4X	1	Tmsb4x	
GPRASP1	1	Gprasp1	
LDLRAP1	1	Ldlrap1	
SLC2A12	1	Slc2a12	
FN3KRP	1	Fn3krp	
TMEM171	1	Tmem171	
TMEM175	1	Tmem175	
TMEM177	1	Tmem177	
TMEM179	1	Tmem179	
LSG1	1	Lsg1	
PLPPR2	1	Plppr2	
PLPPR3	1	Plppr3	
PLPPR4	1	Plppr4	
ANKRD55	1	Ankrd55	
ASIP	1	a	
TMEM160	1	Tmem160	
TMEM163	1	Tmem163	
TMEM164	1	Tmem164	
TMEM165	1	Tmem165	
TMEM168	1	Tmem168	
ANKRD54	1	Ankrd54	
ANKRD52	1	Ankrd52	
ANKRD50	1	Ankrd50	
ANKRD66	1	Ankrd66	
TMEM154	1	Tmem154	
ERP44	1	Erp44	
TMEM156	1	Tmem156	
ZNFX1	1	Znfx1	
TMEM158	1	Tmem158	
SLCO4C1	1	Slco4c1	
ANKRD39	1	Ankrd39	
ANKRD37	1	Ankrd37	
ANKRD35	1	Ankrd35	
ZFP36	1	Zfp36	
DACH1	1	Dach1	
GRB14	1	Grb14	
ZFP30	1	Zfp30	
NAGLU	1	Naglu	
GRAP2	1	Grap2	
GRB10	1	Grb10	
ZFP37	1	Zfp37	
TMSB10	1	Tmsb10	
CD177	1	Cd177	
ANKRD49	1	Ankrd49	
ANKRD46	1	Ankrd46	
ANKRD44	1	Ankrd44	
ANKRD45	1	Ankrd45	
CD180	1	Cd180	
CYS1	1	Cys1	
CLIP3	1	Clip3	
BSCL2	1	Bscl2	
CLIP2	1	Clip2	
CLIP1	1	Clip1	
SYPL1	1	Sypl	
ZFP41	1	Zfp41	
CLIP4	1	Clip4	
ERP29	1	Erp29	
ANKRD42	1	Ankrd42	
ERP27	1	Erp27	
ANKRD40	1	Ankrd40	
PHPT1	1	Phpt1	
MAD1L1	1	Mad1l1	
ANKRD17	1	Ankrd17	
ANKRD16	1	Ankrd16	
CALCRL	1	Calcrl	
CD151	1	Cd151	
ANKRD11	1	Ankrd11	
ANKRD12	1	Ankrd12	
ILDR1	1	Ildr1	
ILDR2	1	Ildr2	
VTN	1	Vtn	
HMBOX1	1	Hmbox1	
ZFP57	1	Zfp57	
ANKRD10	1	Ankrd10	
ANKRD28	1	Ankrd28	
ESRRA	1	Esrra	
CD164	1	Cd164	
ANKRD29	1	Ankrd29	
ANKRD26	1	Ankrd26	
CD163	1	Cd163	
IFTAP	1	B230118H07Rik	
ANKRD27	1	Ankrd27	
ANKRD24	1	Ankrd24	
ANKRD22	1	Ankrd22	
ANKRD23	1	Ankrd23	
LSM1	1	Lsm1	
ASNS	1	Asns	
LSM5	1	Lsm5	
LSM4	1	Lsm4	
LSM3	1	Lsm3	
LSM2	1	Lsm2	
CNOT4	1	Cnot4	
LSM8	1	Lsm8	
ZFP69	1	Zfp69	
LSM7	1	Lsm7	
CNOT6	1	Cnot6	
CNOT7	1	Cnot7	
LSM6	1	Lsm6	
CNOT1	1	Cnot1	
ZFP62	1	Zfp62	
CNOT2	1	Cnot2	
ZFP64	1	Zfp64	
TADA3	1	Tada3	
CNOT3	1	Cnot3	
TADA1	1	Tada1	
CNOT8	1	Cnot8	
CNOT9	1	Cnot9	
EIF4G3	1	Eif4g3	
EIF4G2	1	Eif4g2	
EIF4G1	1	Eif4g1	
DPP10	1	Dpp10	
EIF4E3	1	Eif4e3	
ZFP82	1	Zfp82	
LSP1	1	Lsp1	
NAGPA	1	Nagpa	
SGCE	1	Sgce	
SGCB	1	Sgcb	
HIF1AN	1	Hif1an	
VWF	1	Vwf	
ZFP91	1	Zfp91	
ZFP90	1	Zfp90	
ASPM	1	Aspm	
ASPH	1	Asph	
SNRPA1	1	Snrpa1	
EIF4E2	1	Eif4e2	
ASPA	1	Aspa	
NLGN2	1	Nlgn2	
SNRPB2	1	Snrpb2	
WASF2	1	Wasf2	
WASF3	1	Wasf3	
RCVRN	1	Rcvrn	
TXNRD3	1	Txnrd3	
TXNRD2	1	Txnrd2	
TXNRD1	1	Txnrd1	
ASS1	1	Ass1	
RHEBL1	1	Rhebl1	
MMACHC	1	Mmachc	
STEEP1	1	C330007P06Rik	
FAAH	1	Faah	
VIPR1	1	Vipr1	
UMAD1	1	Umad1	
LST1	1	Lst1	
GDE1	1	Gde1	
HGH1	1	Hgh1	
PKD2L2	1	Pkd2l2	
NADSYN1	1	Nadsyn1	
DHFRP1	1	Dhfr	
TRMT44	1	Trmt44	
ZFPL1	1	Zfpl1	
AGFG2	1	Agfg2	
AGFG1	1	Agfg1	
CYP27A1	1	Cyp27a1	
RRAGA	1	Rraga	
CARHSP1	1	Carhsp1	
ASTL	1	Astl	
RRAGC	1	Rragc	
RRAGB	1	Rragb	
PDE12	1	Pde12	
CD109	1	Cd109	
RRAGD	1	Rragd	
VDAC3	1	Vdac3	
VDAC2	1	Vdac2	
VDAC1	1	Vdac1	
ZFPM1	1	Zfpm1	
CBLL1	1	Cbll1	
CD101	1	Cd101	
NECAB2	1	Necab2	
NECAB3	1	Necab3	
PDE1C	1	Pde1c	
PDE1B	1	Pde1b	
EIF5A2	1	Eif5a2	
CD99L2	1	Cd99l2	
TRMT2A	1	Trmt2a	
TRMT2B	1	Trmt2b	
DGUOK	1	Dguok	
NUAK1	1	Nuak1	
NUAK2	1	Nuak2	
VPS8	1	Vps8	
FADD	1	Fadd	
TRMT1L	1	Trmt1l	
ZRSR2	2	Zrsr2:Zrsr1	
SIAH2	1	Siah2	
SIAH1	2	Siah1b:Siah1a	
PDE2A	1	Pde2a	
IFNLR1	1	Ifnlr1	
GDF3	1	Gdf3	
HSPBAP1	1	Hspbap1	
ACADSB	1	Acadsb	
UBAC1	1	Ubac1	
UBAC2	1	Ubac2	
GDF9	1	Gdf9	
STAG1	1	Stag1	
STAG2	1	Stag2	
STAG3	1	Stag3	
PDE3A	1	Pde3a	
CORO6	1	Coro6	
TRMT12	1	Trmt12	
TRMT13	1	Trmt13	
TRMT11	1	Trmt11	
ALDH18A1	1	Aldh18a1	
INKA2	1	Inka2	
INKA1	1	Inka1	
CLIC5	1	Clic5	
CLIC4	1	Clic4	
CLIC3	1	Clic3	
FASTKD1	1	Fastkd1	
GDI1	1	Gdi1	
FASTKD2	1	Fastkd2	
SH3KBP1	1	Sh3kbp1	
FAF1	1	Faf1	
FASTKD3	1	Fastkd3	
GDI2	1	Gdi2	
FAF2	1	Faf2	
STAB2	1	Stab2	
ZBTB8OS	1	Zbtb8os	
STAB1	1	Stab1	
CLIC1	1	Clic1	
PRMT6	1	Prmt6	
MAP4K1	1	Map4k1	
PRMT5	1	Prmt5	
MAP4K2	1	Map4k2	
MANBA	1	Manba	
ATP6V0B	1	Atp6v0b	
PRMT7	1	Prmt7	
PRMT2	1	Prmt2	
PRMT1	1	Prmt1	
PRMT3	1	Prmt3	
BBS10	1	Bbs10	
BBS12	1	Bbs12	
FASTKD5	1	Fastkd5	
WAC	1	Wac	
RDH5	1	Rdh5	
KPTN	1	Kptn	
SGK1	1	Sgk1	
UMPS	1	Umps	
PRMT9	1	Prmt9	
ATP6V0C	1	Atp6v0c	
RAPSN	1	Rapsn	
WAS	1	Was	
LYZL4	1	Lyzl4	
LILRA5	1	Lilra5	
MPZL3	1	Mpzl3	
MAP4K5	1	Map4k5	
MPZL1	1	Mpzl1	
CORIN	1	Corin	
MAP4K3	1	Map4k3	
MAP4K4	1	Map4k4	
STAC3	1	Stac3	
