Probeset_ID,Gene Symbol,MF Lu CD11b+ CD24-,Sample_,Sample_
10413835,Msmb,-25.46,-18.05,-33.57
10413839,Ncoa4,95.71,98.55,87.13
10413853,Parg,-71.68,-81.24,-55.06
10413874,Ogdhl,-28.12,-18.57,-44.22
10413897,Ercc6,-53.97,-84.41,15.70
10413919,Prrxl1,42.20,22.19,58.35
10413928,1810011H11Rik,38.44,25.96,45.80
10413930,Fam170b,73.63,79.31,67.39
10413932,E130203B14Rik,-49.94,-50.04,-49.69
10413943,Lrrc18,-18.19,-20.32,-15.88
10413949,Lrrc18 or Gm6340,40.50,12.40,65.06
10413951,Arhgap22,97.73,87.33,99.87
10413967,Gm626,-13.10,-4.61,-25.57
10413977,Gm626,-19.00,-25.98,-13.84
10413979,Gm626,-35.22,-34.27,-35.84
10413981,Gm626,-4.87,-0.89,-17.06
10413983,Gm626,14.14,4.44,21.85
10413985,Gm626,22.01,28.25,13.82
10413987,Gm626,-56.17,-79.06,-30.19
10413989,Gm626,61.84,78.76,26.78
10413991,Gm626,-52.63,-45.19,-60.39
10413993,Gm626,-9.21,-6.85,-11.63
10413995,Gm626,-40.68,-40.50,-40.91
10413997,Gm626,35.14,30.32,40.32
10413999,Gm626,-46.81,-50.66,-42.99
10414001,Gm626,-19.79,-19.25,-20.41
10414003,Gm626,-16.18,32.24,-58.02
10414009,Ptpn20,-23.13,-12.86,-39.42
10414023,---,-26.91,-3.84,-79.92
10414025,Gdf10,-17.04,5.70,-42.96
10414031,Gdf2,-6.54,-1.73,-18.37
10414034,Rbp3,-8.08,-4.12,-16.87
10414040,Gm5460,91.32,92.73,89.14
10414047,Antxrl,-15.29,-5.05,-46.90
10414065,Anxa8,-16.65,-18.93,-14.71
10414078,Rpl23a or Gm10132 or Gm3362,95.71,98.55,87.13
10414081,Syt15,68.93,89.36,7.22
10414093,Glud1,34.79,19.69,47.58
10414102,Mmrn2,-30.21,-37.57,-23.83
10414113,Wapal,-44.87,-51.78,-34.04
10414137,Grid1,-22.23,-10.08,-47.71
10414154,Mir346,46.04,53.62,37.25
10414156,4930474N05Rik,25.49,12.39,38.45
10414161,---,83.85,87.48,76.64
10414163,Lrit1,6.86,14.87,-0.32
10414168,Lrit2,-43.65,-60.61,-29.10
10414173,---,-53.90,-81.47,-17.86
10414175,---,-59.29,-23.74,-86.18
10414177,---,-46.94,-13.07,-98.00
10414179,---,46.25,55.80,34.99
10414182,Dydc1,-16.04,-4.62,-50.90
10414192,Mat1a,-11.12,-10.18,-12.25
10414202,Sftpa1,-3.76,-2.28,-6.56
10414211,Mbl1,-36.86,-13.42,-77.55
10414218,---,-36.59,-46.51,-28.64
10414228,Gm5622 or 1700024B05Rik,-2.93,-1.03,-5.27
10414234,Gm5622 or 1700024B05Rik,95.71,98.55,87.13
10414241,---,95.71,98.55,87.13
10414245,1700049E17Rik1 or 1700049E17Rik2,95.71,98.55,87.13
10414250,---,95.71,98.55,87.13
10414256,Rbmxl1,-57.81,-71.72,-42.67
10414258,---,83.73,95.57,39.34
10414260,Ang5 or Ang3,80.95,92.07,46.76
10414262,Ear2 or Ear12 or Ear3,51.36,44.56,58.89
10414265,BC061237,-18.05,-17.97,-18.09
10414269,Bnip3,-70.91,-77.32,-64.93
10414271,Ptger2,43.48,33.31,51.92
10414278,Gpr137c,-9.37,8.27,-34.55
10414288,Psmc6,-67.90,-70.54,-65.73
10414305,Styx,66.38,74.58,56.65
10414313,Ubb or Gm1821,95.71,98.55,87.13
10414315,Cdkn3,-48.11,-35.21,-67.86
10414325,Cgrrf1,-52.74,-68.23,-32.79
10414333,Samd4,-23.27,-20.35,-26.42
10414350,Socs4,-39.44,-22.21,-55.58
10414355,Mapk1ip1l,-73.96,-80.38,-65.32
10414360,Lgals3,56.94,55.88,58.03
10414366,Fbxo34,56.01,49.37,61.90
10414372,---,-52.42,-42.16,-64.21
10414374,Ktn1,-39.72,-59.92,-22.88
10414417,Peli2,57.75,69.28,43.74
10414427,Gm6498,73.48,54.10,84.62
10414431,---,95.71,98.55,87.13
10414433,6720456H20Rik,-28.49,-30.61,-26.16
10414449,Mudeng,-35.31,-42.46,-26.49
10414460,Naa30,-62.93,-81.29,-41.06
10414468,Olfr727,-20.87,-13.42,-32.08
10414470,Tlr11,-7.14,-13.45,-3.97
10414473,Olfr736,70.57,90.55,13.31
10414475,Olfr738,-4.14,22.38,-20.35
10414477,Olfr739,-28.09,-40.72,-16.67
10414479,Olfr740,51.63,47.46,55.59
10414481,Olfr741,-7.31,-1.60,-40.25
10414483,Olfr742,-22.50,-19.81,-25.46
10414485,Olfr743,-8.37,-5.52,-11.43
10414487,Olfr744,19.36,53.23,-14.93
10414489,Olfr745,-30.55,-63.52,-11.40
10414491,Olfr746,1.49,47.26,-22.33
10414493,Olfr748,-22.80,-19.67,-26.10
10414495,---,-59.96,-30.02,-92.57
10414497,Parp2,-9.44,-14.26,-5.36
10414514,Pnp,34.08,30.54,36.46
10414522,Apex1 or Tmem55b,-40.54,-49.65,-32.06
10414527,Pnp2 or Pnp,25.32,21.71,29.30
10414533,Rnase10,-7.66,36.46,-38.25
10414537,Rnase4 or Ang,-5.24,-6.57,-3.72
10414545,Eddm3b,-21.32,-5.81,-41.06
10414548,Rnase6,42.01,39.43,44.78
10414551,Ear5,-12.06,-10.69,-13.60
10414553,Ear14 or Ear4,11.69,71.38,-48.62
10414555,Gm7247,4.74,-5.39,23.41
10414561,Vmn2r89 or Vmn2r123 or Vmn2r88 or Vmn2r122 or LOC670059,-34.04,-34.29,-33.80
10414576,Gm5622,-1.42,-26.95,35.40
10414581,AY358078,-15.80,-4.63,-32.26
10414590,Ear6 or Ear7,-7.63,-3.96,-13.56
10414594,Mettl17,-35.85,-25.07,-45.73
10414612,Slc39a2,-62.13,-55.80,-67.73
10414618,Tppp2,65.24,85.25,27.29
10414623,Arhgef40 or Zfp219,30.71,-2.30,54.62
10414651,G630016D24Rik or Zfp219,-7.70,-4.01,-12.91
10414659,Snord58b,14.08,17.83,9.88
10414661,---,75.91,84.43,65.19
10414663,Rpgrip1 or Supt16h,-34.54,-27.52,-42.53
10414693,Tox4,-44.11,-76.75,10.88
10414697,---,-15.36,-11.57,-19.66
10414700,Olfr1509,-14.15,-5.57,-35.16
10414703,---,-27.96,-29.38,-26.63
10414706,---,33.42,15.70,48.48
10414708,---,-43.10,-34.77,-52.55
10414711,---,-46.22,-91.05,-11.25
10414714,---,-27.20,-11.64,-62.27
10414717,---,-35.94,-39.13,-33.03
10414720,---,-18.42,-8.42,-38.34
10414723,---,-39.20,-47.69,-32.01
10414726,---,-19.30,-19.61,-18.98
10414728,---,-42.07,-47.74,-37.19
10414731,---,-22.61,-20.34,-24.83
10414734,---,-51.56,-59.34,-45.34
10414736,---,41.57,49.09,33.60
10414738,LOC547323,-8.35,-4.97,-16.41
10414741,---,-38.53,-29.34,-49.67
10414744,---,0.18,31.10,-14.68
10414747,---,-49.50,-30.06,-68.65
10414751,---,10.67,0.82,20.28
10414754,Trav14d-3-dv8,-13.69,-8.78,-21.18
10414757,---,3.17,-9.93,23.12
10414760,Trav9d-3 or LOC547323,-12.00,-16.68,-8.28
10414767,Rps19,95.71,98.55,87.13
10414769,Trav12-2,-61.07,-63.88,-58.42
10414772,---,67.68,66.34,68.86
10414775,---,95.71,98.55,87.13
10414778,Trav14d-3-dv8,76.28,81.39,69.27
10414781,---,-5.94,-1.01,-12.27
10414784,---,-6.41,-2.58,-17.23
10414787,---,-17.36,-16.66,-18.02
10414790,---,-17.03,-15.00,-18.51
10414793,---,-25.19,-25.37,-24.95
10414796,---,67.49,62.79,71.47
10414799,---,56.17,68.52,41.56
10414802,---,10.98,52.13,-27.04
10414805,---,35.98,30.73,41.51
10414807,Trav14d-3-dv8,-49.73,-37.60,-62.47
10414811,---,-15.84,-9.67,-24.72
10414814,---,-35.59,-69.88,-14.98
10414817,Trav9d-3 or A430107P09Rik,-23.32,-24.44,-22.07
10414860,Trav14d-3-dv8,95.71,98.55,87.13
10414863,---,95.71,98.55,87.13
10414866,Trav9d-3 or LOC547323,95.71,98.55,87.13
10414874,Rps19,95.71,98.55,87.13
10414876,Trav12-2,95.71,98.55,87.13
10414879,---,95.71,98.55,87.13
10414882,---,95.71,98.55,87.13
10414885,Trav14d-3-dv8,95.71,98.55,87.13
10414888,---,95.71,98.55,87.13
10414891,Trav9d-3 or LOC547323,95.71,98.55,87.13
10414894,---,95.71,98.55,87.13
10414897,---,95.71,98.55,87.13
10414900,---,95.71,98.55,87.13
10414903,---,95.71,98.55,87.13
10414906,---,95.71,98.55,87.13
10414909,---,-82.31,-60.64,-95.59
10414911,---,95.71,98.55,87.13
10414914,---,-28.40,-26.94,-30.20
10414917,---,95.71,98.55,87.13
10414920,---,87.30,94.66,71.65
10414923,---,95.71,98.55,87.13
10414926,---,95.71,98.55,87.13
10414929,Trav7-4,-27.50,-24.50,-31.52
10414932,---,32.37,12.16,48.86
10414934,LOC547323,95.71,98.55,87.13
10414937,---,95.71,98.55,87.13
10414940,---,95.71,98.55,87.13
10414943,Trav7n-5,-23.35,-33.12,-16.57
10414947,---,7.67,-3.33,20.58
10414950,---,-55.52,-71.38,-40.37
10414953,---,-71.91,-87.01,-54.35
10414955,Trav9d-3 or LOC547323,95.71,98.55,87.13
10414958,Trav12-2,-52.34,-84.13,-27.65
10414960,---,95.71,98.55,87.13
10414963,---,-62.89,-39.94,-84.94
10414965,---,-37.32,-47.86,-27.16
10414967,---,95.71,98.55,87.13
10414970,---,-33.24,-61.67,-7.37
10414973,---,61.13,84.85,25.10
10414978,---,-2.35,38.25,-20.71
10414981,---,-46.39,-83.14,-16.49
10414984,---,-32.39,-31.05,-33.73
10414987,---,-15.61,-11.10,-21.73
10414990,---,-19.82,39.83,-68.80
10414993,A630038E17Rik,-13.96,-10.19,-19.78
10415011,---,-17.36,-14.06,-21.44
10415013,---,-22.65,-21.09,-24.02
10415015,Trav7-4,-50.09,-54.09,-46.58
10415017,---,-56.44,-59.74,-53.06
10415019,---,-45.10,-68.33,-26.56
10415021,Abhd4,-22.19,-25.45,-19.20
10415030,Oxa1l,-16.10,-44.27,13.34
10415045,Mrpl52,51.55,26.24,72.27
10415052,Mmp14,54.76,43.98,63.28
10415065,Lrp10,3.99,-18.20,21.98
10415074,Rem2,-12.32,-7.19,-19.22
10415081,---,42.50,33.03,50.23
10415084,---,-25.11,-20.14,-30.89
10415086,Psmb11,34.11,21.57,45.97
10415090,Cdh24,71.80,89.52,29.70
10415092,4930579G18Rik,4.34,-0.06,9.77
10415095,1700123O20Rik or Acin1,-68.48,-73.38,-62.49
10415099,---,29.23,54.83,-2.69
10415111,Bcl2l2,-30.80,2.03,-59.00
10415119,Pabpn1,-90.95,-96.18,-79.95
10415127,Il25,87.97,92.01,82.16
10415132,Cmtm5,-42.15,-28.45,-57.83
10415140,Myh7 or D830015G02Rik,-28.25,-16.70,-46.36
10415144,Ngdn,-76.44,-84.16,-65.93
10415156,---,35.96,80.45,-29.19
10415159,Thtpa or Ap1g2,-55.44,-27.41,-76.11
10415163,Dhrs2,79.52,94.01,-2.29
10415176,Dhrs4,-82.97,-85.50,-80.47
10415187,Lrrc16b,-9.13,6.41,-33.03
10415228,Cpne6,-11.60,-5.72,-28.35
10415248,Pck2,-16.91,-14.55,-19.06
10415262,Dcaf11,-65.19,-74.52,-52.36
10415279,Fitm1,-7.84,-5.21,-12.88
10415282,Psme1,41.78,41.29,42.15
10415293,Rnf31 or Irf9,3.84,-12.32,19.50
10415319,Irf9,49.45,52.76,45.98
10415332,Rec8,-5.86,0.23,-13.09
10415353,Tssk4,3.98,25.50,-10.05
10415363,Gmpr2 or Tinf2,-6.08,-1.08,-10.14
10415377,2610027L16Rik,-65.17,-72.91,-56.45
10415388,Ltb4r2,-13.02,-6.85,-19.36
10415392,Ltb4r1,-4.54,-5.83,-3.60
10415396,Nfatc4,-15.75,1.42,-42.46
10415408,Nynrin,-52.37,-69.69,-36.48
10415411,Nynrin,-31.66,-39.23,-24.80
10415413,Nynrin,-48.28,-44.53,-52.67
10415415,Khnyn,43.04,35.10,50.56
10415425,Cma2 or Mcpt9 or Mcpt1 or Mcpt4,-13.72,15.19,-49.18
10415431,Mcpt1,-23.54,-41.75,-11.98
10415438,Mcpt2,-24.62,-28.05,-21.67
10415444,---,74.15,83.94,57.65
10415446,Atp12a,-7.84,-5.32,-12.37
10415472,Rnf17,-15.66,-9.64,-26.04
10415513,Parp4 or Mphosph8,-33.45,-65.32,7.64
10415570,Pspc1,46.18,27.88,59.65
10415572,2410022M11Rik,75.59,83.55,65.81
10415574,Ccni,-48.87,-62.21,-32.58
10415576,Zmym2,-52.86,-80.64,2.30
10415601,---,30.51,66.00,-17.01
10415604,Gjb2,1.81,28.72,-6.90
10415606,---,-33.42,-18.75,-51.29
10415608,Ift88,-28.05,-38.43,-20.33
10415636,Il17d,-45.44,-51.01,-40.18
10415640,Snora65 or Rpl12 or Gm11425 or LOC630855,-36.25,-50.58,-24.78
10415642,Sap18 or Gm10094,-98.41,-98.13,-98.73
10415645,Mrp63,-98.10,-96.69,-98.82
10415649,Zdhhc20,92.43,96.48,81.28
10415651,Fgf9,-8.42,0.65,-19.78
10415660,Rpl13 or Gm10071,50.22,51.31,49.02
10415662,Rcbtb1,-90.53,-95.36,-77.66
10415678,Cab39l,-33.48,-39.29,-28.25
10415693,Shisa2,31.72,75.64,-27.11
10415700,Mtmr6,83.06,74.21,89.43
10415714,Fam123a,-0.81,8.52,-5.53
10415721,---,16.06,34.81,-1.39
10415723,---,-31.77,-28.36,-35.51
10415725,Spata13,47.23,25.09,60.83
10415737,C1qtnf9,-29.07,-22.41,-37.55
10415742,Mipep,-92.63,-96.92,-84.19
10415766,Sacs or Sgcg,10.44,-5.97,28.55
10415778,Arl11,56.87,55.76,57.88
10415781,---,-73.29,-80.65,-64.03
10415784,Trim13,-93.39,-99.08,-75.86
10415787,Kcnrg,-43.91,-33.49,-55.40
10415791,Rnaseh2b,-86.74,-91.94,-79.02
10415804,---,-5.23,-2.14,-9.45
10415806,Fam124a,-30.62,-23.19,-37.76
10415811,Serpine3,29.42,51.60,0.00
10415818,Wdfy2,65.27,54.15,74.66
10415832,Defb47,-31.34,-45.04,-18.38
10415835,Defb43,40.06,84.84,-35.02
10415838,Defb42,10.30,46.02,-8.91
10415842,---,-40.37,-25.70,-62.79
10415844,Ctsb or Fdft1,69.69,62.03,75.27
10415857,Fam167a,-27.12,-50.79,-10.86
10415866,Xkr6,-5.71,-3.85,-7.76
10415873,Mir598,77.81,81.90,74.26
10415875,Pinx1,-98.88,-99.15,-98.50
10415885,Sox7,-3.75,-1.66,-6.77
10415888,Gm10867,-12.69,-72.73,53.84
10415890,Rp1l1,77.62,86.01,62.74
10415897,Prss51,57.20,79.73,6.68
10415903,Prss52,-37.64,-22.62,-54.51
10415909,Mir124a-1 or A930011O12Rik,32.41,72.08,-18.86
10415911,Kif13b,13.52,-2.62,29.63
10415952,---,-54.86,-41.50,-68.07
10415955,---,-10.82,-4.83,-18.02
10415957,---,30.82,52.24,-0.65
10415960,Ints9,-43.94,-54.35,-33.02
10415980,Fbxo16,-37.96,-22.68,-61.73
10415991,Zfp395,38.31,-2.06,70.88
10416004,Zfp395,3.86,-7.49,18.09
10416006,Gm600,68.01,73.24,60.65
10416023,Scara5,-1.22,17.59,-8.77
10416037,Pbk,-36.16,-31.87,-40.81
10416044,Ccdc25,-81.96,-84.95,-78.10
10416057,Clu,-38.75,-31.03,-46.39
10416069,Timm23,95.71,98.55,87.13
10416071,Chrna2,-0.13,-6.82,14.82
10416082,Trim35,-5.75,-34.76,17.63
10416090,Stmn4,-6.49,-4.69,-9.31
10416099,Adra1a,-16.44,-14.63,-18.12
10416107,---,-8.34,37.57,-44.16
10416110,Gm5464,47.81,19.78,67.89
10416112,Pnma2,-10.89,-9.32,-12.78
10416120,---,71.12,75.09,67.14
10416122,---,-2.34,23.95,-19.88
10416124,---,-44.65,-11.43,-84.00
10416126,Ebf2,-22.37,-14.47,-36.09
10416153,Gm10861,23.66,33.06,13.12
10416155,Kctd9,-97.25,-98.61,-96.03
10416169,Gnrh1,-65.18,-75.18,-53.63
10416175,Nefl,-40.18,-30.07,-55.30
10416181,Stc1,-43.23,-35.38,-52.24
10416187,Rps2,95.71,98.55,87.13
10416189,Nkx2-6,88.15,91.71,82.88
10416195,Nkx3-1,63.77,72.37,52.17
10416199,Entpd4 or LOC100862375,-67.86,-83.07,-48.64
10416215,Loxl2 or LOC100862072,-35.98,-26.25,-48.03
10416230,Tnfrsf10b,-71.28,-77.72,-64.42
10416242,Pebp4,-6.56,-3.93,-11.99
10416251,Egr3,60.56,58.65,62.63
10416256,Bin3,49.85,50.12,49.41
10416266,Ppp3cc,96.13,98.71,89.22
10416269,Ppp3cc,1.92,11.71,-9.96
10416271,Mir320,93.27,96.09,88.04
10416273,Phyhip,-13.31,-6.78,-30.88
10416279,Lgi3,-29.90,-24.85,-36.43
10416290,Reep4,6.24,2.22,9.64
10416302,Hr,48.95,52.52,45.10
10416325,Nudt18,62.90,73.17,50.57
10416332,Fam160b2,85.09,94.66,49.49
10416334,Dok2,65.26,65.67,64.85
10416340,Gfra2,-8.88,-7.35,-10.30
10416353,---,52.28,62.75,36.67
10416355,Rcbtb2,-31.86,-62.02,15.92
10416371,Lpar6 or Rb1,87.61,84.82,89.77
10416375,Med4,-87.03,-88.41,-84.82
10416379,Sucla2,-97.27,-97.30,-97.22
10416393,Nasp,-21.67,-84.33,55.26
10416400,---,-3.85,-4.36,-3.34
10416406,Htr2a,-22.10,-13.73,-34.47
10416411,Esd or Gm2904,-92.90,-96.09,-87.88
10416419,Gm10847,13.10,16.96,9.01
10416421,Lrch1,95.64,96.59,94.09
10416423,5031414D18Rik,55.13,51.34,58.07
10416437,Lcp1,78.90,69.35,86.22
10416451,Cpb2,-16.87,-17.88,-15.78
10416464,Zc3h13,-73.03,-82.36,-60.56
10416485,Siah3,66.43,82.50,36.42
10416488,4930564B18Rik,84.03,89.08,76.77
10416494,Cog3,97.89,99.23,93.40
10416496,Tpt1,-43.00,-53.97,-28.14
10416503,Snora31,-4.38,-4.22,-4.46
10416505,Kctd4,-41.49,-35.35,-49.79
10416510,Nufip1,-84.89,-88.63,-80.09
10416522,Tsc22d1,-24.47,-29.77,-18.86
10416531,---,34.81,39.06,30.25
10416533,Ccdc122,-33.73,-30.53,-36.80
10416541,Enox1,-0.86,21.77,-13.12
10416566,Epsti1,65.70,62.80,68.51
10416584,---,5.29,32.91,-22.07
10416588,1300010F03Rik,-88.66,-92.43,-83.45
10416640,Mtrf1,-48.64,-12.37,-78.71
10416653,Kbtbd7,-32.32,-63.78,5.69
10416655,Gm5465,-36.89,-37.74,-35.82
10416657,Elf1,42.37,36.08,48.78
10416666,Sugt1,-93.96,-96.76,-86.52
10416680,Pcdh8,84.31,87.09,80.33
10416683,Gm6999,-6.95,-17.81,6.46
10416689,Olfm4,-18.75,-17.61,-20.24
10416696,---,95.71,98.55,87.13
10416698,---,95.71,98.55,87.13
10416700,Pcdh17,-37.00,-41.43,-32.93
10416705,---,98.59,98.28,98.91
10416707,---,-17.70,-13.23,-23.90
10416709,Tdrd3,-93.67,-97.15,-87.28
10416725,---,97.84,98.98,94.00
10416727,4921530L21Rik,-7.82,-1.41,-37.93
10416730,---,-6.45,-6.31,-6.68
10416732,Snora30,23.77,8.93,36.93
10416734,---,-23.37,-20.50,-26.92
10416736,6720463M24Rik,-45.57,-39.72,-52.84
10416753,Pibf1 or Dis3,-57.43,-81.87,-18.49
10416777,Klf5,-24.96,-16.65,-33.53
10416785,---,-1.08,57.78,-47.12
10416791,---,-80.09,-52.71,-95.60
10416793,Uchl3,-97.67,-98.99,-95.53
10416800,Lmo7,-48.04,-41.36,-57.96
10416835,Rpl17,95.71,98.55,87.13
10416837,Irg1,-2.87,-2.42,-3.36
10416843,Cln5,50.86,56.27,45.46
10416848,---,17.38,29.19,2.36
10416850,Scel,-19.35,-16.34,-22.76
10416887,Slain1,-60.99,-41.92,-87.50
10416897,---,-59.16,-65.53,-53.27
10416899,Ndfip2,-49.10,-64.34,-31.24
10416911,4930449E01Rik,59.00,75.44,33.83
10416915,Rpl41 or Gm10736,95.71,98.55,87.13
10416917,Trim52,69.12,93.10,-16.77
10416919,Gm9328 or Gm4666 or Gm4664 or Gm4663 or Gm9327 or Gm9326 or Gm9325 or Gm9324 or Gm6234 or Gm6232 or Gm6219 or Gm6280,77.47,80.59,73.69
10416921,---,-18.96,20.15,-67.78
10416923,---,34.94,32.72,37.21
10416925,---,51.62,70.19,25.52
10416927,---,58.95,3.13,82.05
10416929,Gm6280 or Gm6232 or Gm4666 or Gm6219 or Gm4664 or Gm4663 or Gm9328 or Gm9327 or Gm9326 or Gm9325 or Gm9324 or Gm6234,95.71,98.55,87.13
10416931,Slitrk5,20.55,49.01,-4.93
10416938,---,-5.15,-11.78,1.32
10416940,Tpm3,57.76,46.81,71.70
10416942,---,44.32,51.06,38.00
10416945,Mir17hg,-76.11,-87.86,-60.40
10416948,Mir17,-14.78,-11.59,-18.08
10416950,Mir18,-32.05,-39.00,-25.15
10416952,Mir19a,-42.85,-42.35,-43.37
10416954,Mir20a,-29.68,-29.00,-30.47
10416956,Mir19b-1,-30.21,-11.54,-61.96
10416958,Mir92-1 or Mir17hg,-22.05,-15.49,-28.22
10416960,Gpc5,-5.80,-4.81,-7.08
10416974,Gpc6,-44.88,-26.98,-65.07
10416989,Gpr180,-70.66,-61.42,-77.69
10417000,---,84.63,91.47,71.68
10417002,A830021K08Rik,62.27,60.49,63.72
10417004,Dzip1 or Cldn10,-42.06,-34.52,-49.71
10417013,Dnajc3,-5.65,-31.75,14.61
10417027,Cldn10,-57.09,-31.37,-89.74
10417034,Dnajc3,95.71,98.55,87.13
10417048,Hs6st3,-0.96,18.46,-6.51
10417053,Mbnl2,38.00,20.52,55.64
10417065,Rap2a,66.11,63.29,68.76
10417068,---,-13.92,-16.78,-10.53
10417070,Ipo5,-79.47,-86.38,-68.36
10417095,Farp1,-69.38,-51.38,-86.35
10417124,B930095G15Rik,-70.24,-47.52,-90.16
10417128,---,31.74,5.91,52.03
10417130,Ubac2,48.51,40.64,55.28
10417144,Timm8a2,-28.88,-27.02,-31.12
10417147,Tm9sf2,-72.72,-82.92,-55.36
10417167,Clybl,-78.86,-81.66,-76.15
10417176,Zic2,-10.46,-7.41,-14.41
10417181,---,67.91,67.65,68.14
10417183,Pcca,-82.55,-88.56,-75.02
10417208,Tmtc4 or 4930594M22Rik,62.78,80.20,34.34
10417212,Itgbl1,-31.48,-19.42,-49.74
10417226,---,95.71,98.55,87.13
10417235,Gm3264 or Gm3173 or Gm3739 or Gm3494 or Gm10340 or Gm3317 or Gm5796 or Gm3642 or Gm2897,95.71,98.55,87.13
10417239,---,95.71,98.55,87.13
10417245,Gm10408,95.71,98.55,87.13
10417253,Gm10413,95.71,98.55,87.13
10417258,Gm10340,95.71,98.55,87.13
10417264,Gm3002 or Gm3696 or Gm3500 or Gm5796 or Gm10340 or Gm2897,95.71,98.55,87.13
10417269,---,95.71,98.55,87.13
10417273,Esd,-84.48,-86.31,-82.26
10417275,---,95.71,98.55,87.13
10417281,Gm10413,95.71,98.55,87.13
10417286,---,95.71,98.55,87.13
10417302,Gm10340,95.71,98.55,87.13
10417310,1700110I01Rik,-1.60,31.22,-15.91
10417315,Gm3173 or Gm3739 or Gm3494 or Gm3264 or Gm10340 or Gm3317 or Gm2897 or Gm3642 or LOC100861615 or Gm3667 or Gm3558 or Gm3383 or Gm3298 or Gm3239 or Gm3095,95.71,98.55,87.13
10417319,Gm10408 or D830030K20Rik or Gm8050 or Gm3537 or Gm8271,95.71,98.55,87.13
10417326,Gm10406 or Gm3500,95.71,98.55,87.13
10417359,Gm3002 or Gm3373 or Gm3696,95.71,98.55,87.13
10417366,LOC100861646 or Gm3685 or Gm5458,95.71,98.55,87.13
10417371,Gm3696 or Gm2897,-43.21,-44.56,-41.84
10417373,Gm10406 or Gm3500,95.71,98.55,87.13
10417403,1700110I01Rik,95.71,98.55,87.13
10417408,Gm10408 or Gm8050 or Gm3537 or Gm8271,95.71,98.55,87.13
10417411,Gm3002 or Gm3373 or Gm3696,95.71,98.55,87.13
10417415,Gm10413 or Gm5458 or LOC100861646 or Gm3685 or Gm5797 or Gm3127 or Gm3182 or Gm7876 or Gm3187 or Gm3012 or Gm8279 or Gm5795 or Gm10338 or Gm3149 or Gm3047 or Gm8362,95.71,98.55,87.13
10417421,Gm3696 or Gm5796 or Gm10340 or Gm3500 or Gm2897,95.71,98.55,87.13
10417446,4930555G01Rik or Gm3002 or Gm2897,95.71,98.55,87.13
10417452,4930555G01Rik or Gm3002 or Gm2897,95.71,98.55,87.13
10417458,LOC100861646 or Gm3685 or Gm5458 or Gm3696,95.71,98.55,87.13
10417461,Gm3002 or Gm10406 or Gm5796 or Gm10340 or Gm3500 or Gm3696 or Gm3373 or LOC100861615,95.71,98.55,87.13
10417485,Gm10413 or Gm5458 or LOC100861646 or Gm3685 or Gm5797 or Gm3149 or Gm8362 or Gm3047 or Gm6337 or Gm3187 or Gm3012 or Gm8279 or Gm5795 or Gm10338 or Gm3727 or Gm3127 or Gm3182 or Gm7876 or Gm3159,95.71,98.55,87.13
10417492,Gm5458 or LOC100861646 or Gm3685 or Gm3047,91.92,94.80,84.70
10417498,1700110I01Rik,95.71,98.55,87.13
10417501,Gm10413 or Gm5458,95.71,98.55,87.13
10417504,Gm10413,95.71,98.55,87.13
10417510,---,-24.93,-28.49,-21.72
10417517,---,-72.63,-52.21,-87.89
10417526,Dnase1l3,21.21,19.14,22.93
10417538,Pdhb,-75.98,-76.25,-75.82
10417544,Acox2,-26.46,-43.39,-17.11
10417561,Fam107a,-35.16,-39.35,-31.37
10417568,Oit1,-12.45,-7.23,-22.47
10417579,4930452B06Rik,-28.56,-2.87,-64.59
10417599,---,95.71,98.55,87.13
10417601,Ptma or Gm12504,95.71,98.55,87.13
10417605,Fhit,24.78,52.27,-7.42
10417617,Gapdh,95.71,98.55,87.13
10417620,Fezf2,-10.25,-5.32,-20.37
10417628,Cadps,-16.69,-13.35,-22.38
10417660,Gm5087,52.49,75.14,-1.55
10417664,Rpl19,95.71,98.55,87.13
10417667,Gm281,-34.82,-59.50,-19.50
10417676,Thoc7,-99.60,-99.04,-99.85
10417689,Psmd6,-85.32,-88.88,-80.25
10417698,Olfr720,-22.14,-2.75,-49.15
10417700,---,-48.15,-57.97,-36.04
10417702,---,93.98,95.45,91.65
10417704,Lrrc3b,-42.85,-37.34,-48.67
10417708,Oxsm,-77.05,-69.37,-84.01
10417713,Rarb,-8.59,-11.59,-6.00
10417725,---,93.76,96.59,85.97
10417728,---,95.71,98.55,87.13
10417730,---,91.35,92.22,90.19
10417732,---,80.02,93.76,33.59
10417734,Nr1d2,7.68,-8.22,22.12
10417745,Rpl15,95.71,98.55,87.13
10417749,Ube2e1 or Nkiras1 or LOC100503235,-91.31,-93.23,-88.90
10417757,Vps4b,33.65,18.63,50.32
10417759,Ube2e2 or LOC100861885,-49.49,-50.17,-49.01
10417766,---,26.73,31.50,20.53
10417769,Gm2897,95.71,98.55,87.13
10417773,Gm5458 or LOC100861646 or Gm3685,95.71,98.55,87.13
10417778,2700060E02Rik or Nid2,-67.94,-63.89,-71.76
10417787,Gng2,61.16,48.57,72.28
10417794,1810063B07Rik,-1.41,15.55,-13.00
10417798,Kcnk5,-47.74,-39.40,-56.53
10417807,Kcnk16,53.31,78.86,-2.57
10417813,Ecd,-93.80,-92.80,-94.84
10417829,Dnajc9,-72.61,-71.20,-73.91
10417836,Mrps16,92.95,95.41,88.58
