Probeset_ID,Gene Symbol,Mo BM Ly6C+ II-,Sample_,Sample_,Sample_
10440342,---,-6.15,-32.30,-30.64,62.15
10440344,Robo2,-64.20,-83.71,-74.88,-38.23
10440376,Lipi,-27.97,-90.40,-55.71,28.86
10440388,Hspa13,-53.55,-30.30,-65.66,-60.28
10440393,Samsn1,35.50,38.93,23.44,46.92
10440406,Nrip1,-97.28,-96.60,-96.39,-98.48
10440414,Fau,78.90,79.64,83.15,72.80
10440417,9430053O09Rik,-54.67,-63.57,-67.26,-36.01
10440419,Btg3 or Gm7334,-91.92,-96.32,-89.19,-88.87
10440425,---,-23.00,-16.39,-64.74,-3.49
10440427,D16Ertd472e,-45.86,-37.83,-41.07,-57.24
10440433,Tmprss15,-22.28,-33.40,-56.37,-6.23
10440463,---,-0.37,-13.91,8.89,18.13
10440465,---,78.52,65.97,66.55,90.73
10440467,Rpl21,-41.80,-12.14,-35.46,-90.17
10440469,---,-77.07,-87.90,-69.87,-68.06
10440471,Mrpl39,-33.40,-27.73,-24.42,-48.52
10440483,Atp5j or Gabpa,13.22,9.84,24.36,7.43
10440488,---,9.86,-27.55,-55.90,86.77
10440491,App,41.17,43.29,40.72,39.47
10440513,Cyyr1,-61.29,-81.68,-66.21,-39.94
10440522,Adamts1,-92.28,-95.90,-91.36,-88.94
10440534,Adamts5,-69.17,-89.15,-68.15,-52.59
10440543,Ltn1,-61.65,-50.75,-69.59,-63.82
10440550,Ltn1,-79.27,-81.76,-73.61,-81.56
10440552,---,-82.73,-82.37,-84.99,-80.83
10440554,Ltn1,-69.82,-51.95,-69.30,-83.86
10440556,Ltn1,-70.71,-49.07,-77.50,-76.50
10440558,Ltn1,-34.38,1.21,-23.96,-61.98
10440560,Ltn1,-22.21,-0.37,-25.86,-33.83
10440562,Ltn1,1.35,22.20,1.02,-29.91
10440564,Ltn1,-12.26,11.22,-36.30,-24.76
10440566,Ltn1,-39.58,-17.01,-40.19,-55.56
10440568,Ltn1,-78.56,-65.85,-83.87,-80.22
10440570,Ltn1,-91.31,-84.99,-92.82,-93.79
10440572,Ltn1,-36.96,-4.46,-38.90,-51.26
10440574,Ltn1,-75.00,-69.95,-77.79,-75.93
10440576,Ltn1,-73.16,-56.13,-78.89,-77.58
10440578,Ltn1,-75.75,-61.31,-81.66,-78.66
10440591,---,32.95,-6.18,38.20,63.13
10440593,Rwdd2b,63.67,49.80,42.30,82.93
10440600,Cct8,29.87,41.62,41.44,6.22
10440617,---,-18.81,-29.02,-17.43,-12.10
10440619,---,-45.98,-60.18,-51.43,-30.57
10440621,Grik1,-13.09,-25.91,-17.46,-5.10
10440643,Cldn17,-29.45,-54.39,-21.64,-15.38
10440647,Cldn8,-19.52,-62.85,-22.15,-8.07
10440651,Krtap24-1,25.69,48.54,-2.16,33.61
10440653,---,66.09,10.55,60.46,87.12
10440655,2310079G19Rik,30.14,19.35,15.84,52.06
10440657,Krtap26-1,54.95,58.14,63.79,42.11
10440661,Rpl13 or Gm10071,-41.80,-12.14,-35.46,-90.17
10440664,2310061N02Rik,39.17,3.98,-4.19,81.66
10440666,Krtap13,19.44,7.78,-15.24,61.63
10440669,2310057N15Rik,-7.21,-60.82,-15.31,62.88
10440673,Krtap14,-13.05,-24.41,-35.49,-2.93
10440677,Krtap16-2,-16.72,-38.96,-19.19,-6.55
10440681,Krtap16-1,-18.96,-58.22,-22.45,-5.92
10440685,Krtap16-5 or Krtap16-6,-32.47,-29.64,-68.29,-13.93
10440690,Krtap16-4,39.07,16.72,25.69,61.86
10440694,Krtap8-2,-33.39,-49.98,-37.60,-19.10
10440698,Krtap8-2,-30.94,-28.42,-49.69,-20.07
10440700,Krtap16-10b or Krtap16-10a,34.98,35.05,-5.95,62.48
10440704,Krtap16-3 or Krtap16-6,-28.45,-37.92,-19.80,-30.08
10440708,---,-21.61,-42.47,-7.26,-18.14
10440711,Gm10228,-30.71,-44.00,-36.84,-18.95
10440713,Krtap16-8,-34.54,-46.96,-40.58,-21.00
10440717,Krtap6-1 or Krtap16-8 or Gm10229 or Gm10228,-50.32,-72.55,-67.54,-15.91
10440719,---,4.76,-15.64,-38.30,74.24
10440721,Krtap16-7,-24.95,-39.40,-62.59,-2.35
10440724,Krtap6-2,-33.22,-56.73,-66.16,-9.00
10440727,Krtap8-1,-34.70,-58.65,-62.64,-7.91
10440729,Krtap7-1,-32.40,-45.05,-69.53,-8.04
10440731,Krtap11-1,-25.32,-26.62,-31.23,-18.47
10440734,---,-12.58,-53.95,-30.59,56.01
10440738,Tiam1,85.90,87.00,81.57,89.18
10440770,Scaf4,-6.17,-6.69,-32.99,20.35
10440794,2610039C10Rik,99.56,99.64,99.70,99.34
10440800,Urb1,25.92,34.65,8.25,32.36
10440840,1110004E09Rik,-87.38,-86.07,-87.38,-88.47
10440849,Synj1,-11.86,-14.04,-19.81,-4.36
10440881,Gcfc1,-90.31,-77.58,-95.52,-90.28
10440903,4932438H23Rik,-17.02,-45.72,-19.97,18.43
10440909,4932438H23Rik,-40.75,-6.93,-29.94,-86.88
10440911,---,80.30,91.41,86.12,43.49
10440914,---,-25.85,-43.90,-18.34,-18.53
10440916,---,46.86,-11.68,55.21,75.62
10440918,Tmem50b,73.24,72.77,71.31,75.38
10440926,Dnajc28,-57.52,-38.08,-72.06,-63.14
10440929,Gart,53.42,58.10,49.95,52.16
10440953,Donson,-4.38,6.34,-4.07,-13.92
10440964,Cryzl1,-25.12,-30.34,-15.99,-28.29
10440977,Atp5o or LOC100047429,40.40,20.80,64.17,35.28
10440985,4930563D23Rik,-31.05,-29.87,-45.15,-21.64
10440989,Kcne1,-18.30,-36.28,-37.73,-1.63
10440993,Rcan1,18.01,-29.31,13.20,61.18
10441003,Runx1,34.80,40.43,31.25,32.81
10441017,Setd4,-8.44,-27.67,-20.90,29.59
10441032,Cldn14,49.25,29.15,11.11,83.57
10441038,Hlcs,87.43,87.03,87.86,87.58
10441053,---,74.22,71.87,58.24,86.01
10441055,Pigp,16.29,24.90,76.39,-58.58
10441064,Dscr3,96.82,96.70,96.93,96.89
10441073,Kcnj6,-15.58,-23.60,-14.33,-10.68
10441091,6530402D11Rik,-34.48,-29.09,-67.87,-15.43
10441093,Erg,-17.33,-18.82,-23.48,-9.23
10441107,Psmg1,16.89,24.92,14.16,11.89
10441115,Brwd1,-93.17,-94.51,-92.65,-92.49
10441161,Hmgn1 or LOC100044391,17.37,54.32,77.84,-74.35
10441167,Lca5l,-10.31,-31.33,-14.33,-3.11
10441178,Itgb2l,32.14,20.92,22.45,47.45
10441195,Dscam,-21.42,-62.63,-14.38,-9.91
10441231,Bace2,71.95,48.71,63.24,89.03
10441233,Mx1,61.94,63.53,62.60,58.09
10441244,Fam3b,-17.44,-41.54,-30.20,-5.38
10441254,Tmprss2,-30.04,-41.29,-22.54,-29.71
10441270,Ripk4,-42.91,-61.10,-54.03,-21.34
10441280,Prdm15,38.19,27.84,15.10,65.84
10441313,C2cd2,-17.98,-13.36,-37.59,-8.66
10441330,Zfp295,-89.64,-91.86,-85.49,-90.98
10441339,A630089N07Rik,-98.11,-96.79,-97.76,-99.14
10441342,Synj2bp,-88.50,-88.53,-92.37,-82.49
10441344,Scaf8,-87.52,-85.98,-88.22,-88.18
10441359,---,-89.00,-92.39,-68.63,-95.18
10441361,Tiam2 or Tfb1m,56.27,45.88,66.86,54.28
10441392,Cldn20,16.92,-24.97,18.74,59.24
10441394,---,-15.71,-20.11,-21.44,-7.84
10441396,Ppia,-28.67,6.78,-24.74,-79.34
10441398,---,59.67,16.58,58.79,85.51
10441400,Arid1b,30.24,41.94,19.62,29.45
10441422,Zdhhc14,-55.02,-60.71,-54.29,-49.34
10441436,Snx9,36.19,40.00,35.21,33.85
10441456,Synj2,-46.61,-56.62,-58.09,-25.73
10441489,Gtf2h5,-64.46,-64.40,-72.44,-54.41
10441494,Tulp4,-42.20,-61.14,12.24,-59.24
10441497,Tulp4,-93.99,-96.89,-93.26,-91.30
10441509,Ppp1r2 or Ppp1r2-ps3,-41.42,-24.99,-53.34,-44.44
10441511,---,-6.62,3.60,-16.44,-7.91
10441530,Sytl3,-28.34,-78.80,-16.88,-13.76
10441539,Rnaset2b or Rnaset2a,69.64,66.02,73.35,69.19
10441554,---,-28.56,-11.95,-79.95,-9.12
10441556,Gm1604b,81.27,73.81,76.28,89.80
10441565,Rps6ka2,20.45,26.36,-2.64,37.62
10441588,Tcp10a or Tcp10b,-38.56,-39.36,-49.46,-28.94
10441601,Tagap,67.02,68.32,65.10,68.07
10441610,Rsph3a or Rsph3b,25.40,11.32,24.79,37.99
10441620,Fgfr1op,-30.75,-23.55,-33.17,-35.14
10441633,Ccr6,-18.64,-32.50,-32.03,-4.73
10441642,Brp44l,-11.10,-10.61,-21.71,-0.35
10441646,Sft2d1,-41.80,-12.14,-35.46,-90.17
10441657,Prr18,79.72,58.55,62.62,94.43
10441660,T2,64.18,18.53,27.63,91.49
10441669,T,-17.79,-50.00,-9.89,-8.89
10441680,Pde10a,-49.20,-74.76,-36.42,-41.72
10441706,1700010I14Rik,-58.26,-34.42,-44.36,-90.08
10441718,Park2,-27.66,-38.39,-39.32,-11.07
10441740,Agpat4,29.26,2.71,10.18,73.32
10441751,---,59.39,17.11,84.26,48.86
10441753,Plg,-17.03,-28.92,-23.24,-7.36
10441774,Slc22a2,-23.56,-30.63,-42.05,-8.90
10441787,Airn,-76.26,-76.06,-74.30,-77.82
10441791,Airn,-29.03,-59.51,-34.83,-1.13
10441794,Mrgprh,-23.72,-65.21,-30.24,-5.42
10441797,Tcp1 or Acat3,22.27,41.18,28.86,-4.12
10441811,Tcp1,-4.14,17.45,-21.46,-7.14
10441813,Snora20,-8.87,-15.54,-3.88,-6.96
10441815,Sod2,-44.60,-47.09,-46.58,-40.68
10441824,Tcp10a or Tcp10b or Tcp10c,-41.80,-12.14,-35.46,-90.17
10441856,Gm10512,0.22,-1.87,-24.52,41.42
10441858,Smok2a,50.57,6.98,32.38,78.89
10441862,Smok2b,-2.46,-25.76,-8.88,54.33
10441864,Mllt4,-46.57,-56.73,-54.78,-33.12
10441899,Gm7168,79.06,72.08,25.61,94.86
10441902,Smoc2,-50.89,-46.19,-70.99,-39.13
10441917,---,41.24,17.86,55.23,48.17
10441919,1600012H06Rik or Phf10,-71.05,-49.84,-71.40,-85.03
10441923,2210404J11Rik or Gm3435 or 9030025P20Rik,14.75,0.81,10.16,31.66
10441933,2210404J11Rik or 9030025P20Rik or Gm3435,-22.72,-12.76,-30.11,-25.87
10441952,2210404J11Rik or 9030025P20Rik or Gm3435,-41.80,-12.14,-35.46,-90.17
10441954,2210404J11Rik,-5.07,-20.82,-9.19,32.93
10441956,Fam120b,-81.30,-82.25,-76.19,-84.84
10441973,Tbp,-11.30,-6.14,-7.25,-19.66
10441987,Chd1,-76.80,-69.65,-79.98,-80.98
10442025,---,-5.38,-25.19,-18.92,50.75
10442027,Chd1,-58.87,-72.59,-83.18,-21.64
10442030,---,84.02,86.98,57.04,94.00
10442032,BC002059,-94.52,-97.96,-96.00,-84.99
10442037,Zfp960 or Zfp97,-98.34,-98.34,-98.40,-98.26
10442052,---,-97.46,-90.05,-98.62,-98.95
10442057,Riok2,-76.58,-76.30,-74.41,-79.28
10442069,Lix1,-25.24,-51.29,-40.53,-6.28
10442075,Vmn2r90,9.97,-49.67,36.01,59.55
10442081,Mir99b,84.23,75.40,88.07,86.72
10442083,Mirlet7e,-22.71,-71.88,-9.78,19.00
10442085,Mir125a or Ncrna00085,82.03,34.98,87.53,94.37
10442087,Ncrna00085,-81.61,-91.51,-72.87,-78.42
10442098,Fpr3 or Fpr2,50.53,-5.83,27.15,85.00
10442104,Fpr-rs4,81.73,83.62,-7.17,95.85
10442106,Fpr-rs4 or Vmn2r92 or Vmn2r91 or Vmn2r98 or Vmn2r102 or Vmn2r103,-51.62,-86.93,-76.78,-11.88
10442112,Vmn2r93,-42.80,-18.29,-87.03,-16.33
10442115,Vmn2r96,-60.98,-65.19,-96.46,-21.66
10442120,---,-41.80,-12.14,-35.46,-90.17
10442123,---,-4.54,-28.20,7.85,14.62
10442125,Vmn2r99,-20.05,-20.05,-63.31,-0.66
10442127,---,32.90,42.67,-15.01,60.41
10442134,Vmn2r107 or Vmn2r104,6.86,-45.08,-4.21,73.37
10442139,Vmn1r224,33.41,-16.70,-0.66,77.76
10442141,Vmn1r225,-30.19,-49.47,-96.42,52.19
10442143,---,84.07,89.20,86.15,76.54
10442145,Vmn1r226,-18.27,-69.05,-22.54,17.88
10442147,Vmn1r227,15.77,-11.22,-40.50,80.72
10442149,Vmn1r229,27.86,-46.81,-8.89,86.31
10442151,Vmn1r230,-14.77,-13.90,-73.53,21.37
10442153,---,-2.26,-9.88,-30.92,55.75
10442155,Ppp2r1a,27.89,17.96,25.28,40.18
10442172,Zfp160,-97.76,-97.00,-97.73,-98.21
10442177,Zfp160 or Gm7736 or Gm7742 or Gm7732 or 4930488N24Rik or LOC100862544 or Gm7052,-7.87,-3.27,-12.69,-8.34
10442182,Vmn1r234,11.50,-28.10,23.06,53.21
10442184,Vmn1r235,19.61,-7.55,19.88,48.54
10442187,Vmn1r236,38.04,-7.15,-5.31,83.75
10442191,Vmn1r237,-4.11,-10.93,-45.50,60.52
10442194,Zfp677,-64.23,-53.00,-69.25,-70.20
10442199,Zfp54,-86.17,-78.15,-94.27,-81.26
10442206,Zfp51,-98.59,-99.33,-97.46,-98.23
10442211,Zfp53,-70.66,-91.10,-67.02,-46.12
10442219,Zfp52,-77.38,-89.14,-80.70,-56.52
10442224,Zfp948,-91.03,-94.94,-90.36,-87.53
10442231,3110052M02Rik,-89.21,-83.55,-95.75,-85.09
10442236,Gm10509 or 3110052M02Rik,-94.46,-86.76,-96.04,-96.94
10442238,Gm10509 or 3110052M02Rik or Zfp51,-92.29,-79.47,-95.37,-94.40
10442240,Zfp760,-79.78,-81.70,-70.15,-85.06
10442250,Zfp229,-80.46,-86.90,-88.62,-66.01
10442254,---,-6.62,-14.11,-6.84,2.17
10442256,---,32.30,43.40,-51.85,80.68
10442258,Zfp943,-94.94,-91.82,-95.70,-96.03
10442262,Zfp758,-96.98,-92.86,-99.58,-92.35
10442270,Zfp946,-79.38,-74.15,-76.27,-86.91
10442279,Vmn2r112,54.41,61.32,-65.07,90.89
10442283,Gm9805,-26.90,-33.55,-26.46,-21.62
10442285,---,83.79,73.38,72.59,95.56
10442288,Vmn2r113,5.58,10.57,-26.29,55.13
10442292,Vmn2r113,-23.40,-52.69,-53.64,18.81
10442294,Vmn2r116 or Vmn2r115,8.55,-35.54,50.65,32.26
10442300,---,47.28,35.32,60.63,40.68
10442302,Zscan10,-20.87,-38.57,-27.65,-7.41
10442311,Ccdc64b,39.19,-32.02,62.57,65.47
10442321,Hcfc1r1 or Thoc6,76.00,48.43,72.57,92.98
10442327,Cldn6,-29.11,-31.97,-41.11,-18.17
10442331,Pkmyt1 or Paqr4,96.36,96.72,96.56,95.49
10442341,Srrm2,-88.46,-83.56,-91.54,-88.50
10442357,Prss32,-14.39,-24.30,-34.26,-4.39
10442363,Prss21,-17.36,-30.56,-32.83,-4.60
10442370,Dcpp1,-20.32,-30.10,-25.87,-6.78
10442373,Dcpp2,1.58,-10.76,-4.81,45.97
10442375,Dcpp3,59.75,-33.95,80.84,85.11
10442378,Sbp,-17.94,-45.66,-4.73,-13.24
10442381,Prss27,29.83,16.29,-9.80,70.98
10442391,---,-18.15,-56.79,-27.89,-2.59
10442393,Ntn3 or 1600002H07Rik or BC028777,85.63,77.16,83.10,92.83
10442396,Abca3,74.23,67.86,74.75,79.10
10442435,Rnps1,70.57,73.02,67.86,70.67
10442445,Eci1,-13.52,-19.12,-17.88,-4.94
10442454,Pgp,69.51,55.50,73.80,76.39
10442458,Mlst8 or 9930021D14Rik,89.53,87.74,85.14,93.47
10442468,Caskin1 or Traf7,-26.99,-39.25,-36.94,-12.33
10442493,---,89.75,88.08,91.49,89.58
10442495,Pkd1,19.18,2.99,-2.66,54.06
10442542,Nthl1,-3.03,-5.32,-37.34,43.12
10442549,Zfp598,26.82,8.95,6.74,60.15
10442565,Noxo1,-20.84,-37.19,-33.36,-6.71
10442580,Rps2 or Gm8842 or Gm10420 or Gm5978,77.99,79.00,91.82,55.48
10442584,Rpl3l,-12.33,-21.61,-24.53,-4.17
10442596,Sepx1,98.44,97.75,97.21,98.98
10442603,Hs3st6,65.55,40.30,82.37,61.62
10442606,4930528F23Rik,-29.76,-52.41,-54.44,-11.40
10442616,Hagh,-3.18,-15.00,-1.65,8.51
10442625,Igfals,-12.42,-23.81,-9.23,-9.11
10442629,Spsb3,87.78,81.31,79.96,94.22
10442638,Mrps34,76.94,67.11,64.75,90.28
10442643,Nme3 or Mrps34,9.01,-24.80,4.94,46.35
10442649,Mapk8ip3,-5.22,-2.43,-3.57,-9.09
10442651,Ift140,68.21,47.07,58.80,85.53
10442683,Ptx4,24.33,-17.74,8.26,68.90
10442691,Clcn7,88.38,84.72,88.88,90.52
10442719,Ccdc154,45.48,12.48,46.70,64.43
10442736,BC003965,88.99,81.99,80.96,96.92
10442739,Unkl,-24.63,-42.25,-47.31,15.38
10442752,0610007P22Rik or Baiap3,26.19,17.03,34.47,28.36
10442762,Prss34,46.48,19.25,54.93,60.09
10442769,---,-39.25,-42.21,-30.91,-45.40
10442771,Prss28,81.01,69.72,75.35,90.60
10442779,Prss29,42.77,24.08,28.36,67.90
10442786,Tpsb2,-9.69,-16.92,-18.18,-1.45
10442801,Tpsg1 or Cacna1h,-17.44,-24.65,-40.87,-4.41
10442807,Tekt4,-27.56,-55.15,-40.00,-6.90
10442816,Lmf1,90.10,84.47,91.44,93.55
10442827,---,-35.68,-36.74,-70.22,-10.81
10442829,Gng13 or Chtf18,-15.84,-18.22,-24.22,-8.75
10442834,Rpusd1,82.32,84.73,59.81,90.84
10442840,Mslnl,-11.31,-10.17,-11.24,-12.55
10442857,Narfl or Haghl,98.75,96.76,98.39,99.67
10442870,Ccdc78,43.67,25.94,16.45,74.11
10442887,Fbxl16,-55.98,-63.36,-74.86,-33.29
10442893,Wdr24,81.63,39.75,70.35,98.63
10442904,Jmjd8 or Stub1,26.03,28.43,21.32,29.22
10442914,0610011F06Rik,-41.52,-48.13,-48.21,-29.78
10442922,Gm10012 or Cox7c or LOC100048613,-41.80,-12.14,-35.46,-90.17
10442924,Solh,26.99,18.61,25.33,37.94
10442932,Tmem8,31.46,21.01,25.27,46.81
10442948,Mrpl28,82.16,58.98,85.07,91.72
10442954,Axin1,65.99,56.51,71.08,70.34
10442968,Rgs11,-21.43,-34.61,-71.54,30.24
10442986,Luc7l,-25.50,-14.73,-47.37,-13.93
10443000,Neurl1b,83.85,77.71,83.05,89.47
10443007,Neurl1b,58.59,59.63,54.00,61.17
10443009,Ergic1,-31.20,-5.18,-43.31,-39.67
10443021,Atp6v0e,49.72,40.41,55.84,51.31
10443027,A930001N09Rik,-80.60,-81.96,-89.05,-65.10
10443039,Bnip1,-5.50,0.43,-24.57,12.34
10443047,Kifc5b or Kifc1,66.68,70.94,74.26,52.82
10443063,Phf1,30.26,44.99,-2.27,40.50
10443080,Syngap1,-64.25,-73.53,-58.62,-60.39
10443087,Syngap1,85.47,82.20,85.27,88.26
10443089,Syngap1,-12.90,-38.04,-5.45,-5.16
10443091,---,-38.27,42.52,-26.04,-95.59
10443095,---,-66.24,-31.17,-49.37,-97.94
10443108,Syngap1,-10.71,-20.63,-22.58,-1.21
10443110,Syngap1,-54.26,-67.86,-45.26,-50.07
10443112,Ggnbp1 or Zbtb9,62.49,52.24,54.59,76.47
10443117,Ggnbp1 or Bak1,59.05,29.58,60.00,75.76
10443120,Ggnbp1,50.48,35.09,38.63,71.25
10443122,Ggnbp1 or Bak1,-25.97,-45.40,-55.17,15.98
10443131,Itpr3,-0.29,0.32,-9.06,8.04
10443191,Gm10505,-0.83,-0.50,4.86,-3.41
10443193,Gm12191 or Rpl30,-41.80,-12.14,-35.46,-90.17
10443195,Hmga1,86.61,79.40,89.24,89.35
10443199,AI413582,89.22,79.92,88.52,94.85
10443201,Pacsin1,-54.44,-84.17,-47.06,-36.31
10443215,Snrpc,95.25,97.95,93.68,92.40
10443221,Uhrf1bp1,36.87,23.64,4.56,77.75
10443244,Anks1,93.90,92.45,92.76,95.95
10443276,Scube3,-27.33,-64.08,-18.97,-13.20
10443301,Zfp523,-23.48,-20.05,-22.28,-28.31
10443319,Def6,73.93,77.19,64.30,81.83
10443332,Ppard,-7.02,-12.32,-19.27,16.76
10443344,---,-57.68,-54.97,-62.42,-55.60
10443346,Fance,60.60,27.33,68.77,76.36
10443360,Rpl10a,-41.80,-12.14,-35.46,-90.17
10443367,E230001N04Rik,80.24,79.17,48.12,94.72
10443369,4930511I11Rik,-7.89,-4.71,-19.13,-5.48
10443378,Gm749,62.02,33.61,23.45,90.97
10443383,Lhfpl5,-17.05,-29.46,-30.03,-3.37
10443391,Mapk14,97.84,97.21,96.42,99.10
10443408,Mapk13,8.02,-1.05,0.00,29.05
10443421,Brpf3,-39.01,-44.06,-26.56,-47.37
10443438,Pnpla1,-10.63,-23.34,-9.31,-5.96
10443449,Kctd20,99.74,99.80,99.72,99.66
10443459,Srsf3,-33.93,-32.26,-36.77,-32.90
10443463,Cdkn1a,-20.85,-33.76,-17.86,-12.04
10443470,Rab44,31.31,47.57,35.19,4.61
10443479,---,35.75,13.25,15.92,67.52
10443482,BC004004,-2.84,-12.22,-16.34,23.19
10443492,Rpl21,-41.80,-12.14,-35.46,-90.17
10443494,Pi16,84.57,82.64,77.43,90.65
10443506,Fgd2,52.03,48.11,51.61,55.66
10443527,Pim1,42.51,45.59,31.55,49.70
10443535,Tbc1d22b,-4.21,-9.14,-17.58,15.43
10443550,Rnf8,54.91,50.39,46.95,65.59
10443561,Ftsjd2 or Rnf8,90.98,91.95,89.95,91.49
10443589,Zfand3,33.43,19.22,28.82,51.32
10443596,---,-27.92,-18.98,-23.74,-41.77
10443598,Dnahc8,-0.06,7.09,-0.28,-2.67
10443690,Glp1r,-38.98,-55.89,-46.73,-21.09
10443704,Umodl1,-12.44,-20.93,-5.71,-16.33
10443730,Abcg1,47.47,35.73,38.10,66.52
10443749,Ubash3a,-1.67,-0.81,-4.84,0.00
10443764,Slc37a1,18.78,3.26,2.10,45.61
10443786,Pde9a,-45.40,-55.71,-40.60,-41.52
10443808,Ndufv3,-4.60,-26.08,-2.63,17.78
10443814,4833413E03Rik,31.04,21.31,15.11,52.35
10443817,Pknox1,72.97,81.36,62.56,74.59
10443830,Cryaa,-26.85,-27.86,-43.10,-15.02
10443836,Rrp1b,25.45,39.48,21.71,14.24
10443852,A530088E08Rik or Rasal3,31.26,33.08,11.33,47.34
10443854,Cyp4f39,-28.48,-16.11,-31.12,-45.20
10443869,Cyp4f16,88.91,84.47,89.28,91.48
10443876,Gm9705,80.58,20.08,85.43,93.70
10443885,Cyp4f40,-5.29,-14.57,-5.53,-1.76
10443898,Cyp4f15,-36.22,-35.97,-48.17,-27.66
10443912,Zfp472,-38.74,-50.79,-67.69,-4.38
10443918,Zfp952,-80.14,-76.62,-66.25,-90.86
10443926,Zfp563,-96.61,-94.84,-93.07,-99.16
10443933,LOC100861596,-39.92,-68.52,-63.14,-1.94
10443940,Zfp955a or Zfp955b,-97.61,-94.84,-97.84,-99.18
10443946,Actl9,-14.90,-20.48,-34.31,-4.22
10443949,Adamts10,54.51,40.99,49.48,68.50
10443980,Myo1f,94.23,94.60,93.86,94.17
10444008,Zfp414,96.67,95.41,93.84,98.65
10444016,Pram1,82.13,89.88,72.33,79.05
10444028,Kank3,-9.58,-16.50,-8.94,-5.49
10444041,Ndufa7,16.36,13.88,2.98,33.22
10444046,Cd320,-25.72,-27.23,-31.68,-17.04
10444056,Daxx,82.56,79.40,85.50,81.49
10444066,Zbtb22,95.01,91.70,92.32,97.64
10444068,Tapbp,84.91,79.98,82.65,90.35
10444079,Rgl2,92.95,90.91,84.94,97.80
10444098,Wdr46,45.41,47.61,42.97,44.91
10444114,Vps52,93.51,85.24,93.57,97.15
10444135,AA388235,-8.41,-2.55,-21.18,-3.85
10444137,Rxrb,99.22,99.13,98.88,99.45
10444152,Col11a2,54.77,21.11,58.52,72.70
10444218,---,80.18,9.63,78.54,96.68
10444223,H2-Oa,-4.06,-8.38,-6.95,6.92
10444229,H2-DMa,74.00,68.06,69.83,81.53
10444236,H2-DMb2 or H2-DMb1,38.60,35.05,43.51,35.21
10444244,Tap1,73.19,67.12,72.92,79.44
10444258,Psmb8,82.49,80.50,83.31,83.84
10444268,Tap2,57.74,52.32,57.65,62.51
10444284,H2-Ob,-12.68,-12.54,-20.18,-8.33
10444291,H2-Ab1,54.21,47.13,52.63,62.91
10444298,H2-Eb1,31.87,19.22,30.36,44.66
10444306,H2-Eb2,-27.66,-36.06,-35.53,-16.47
10444312,Btnl2,-12.34,-13.87,-20.40,-7.27
10444320,Btnl1,-32.40,-34.77,-33.41,-29.50
10444332,BC051142,-33.44,-32.63,-62.65,-16.19
10444352,Notch4,-29.76,-23.91,-53.98,-16.15
10444386,Gpsm3,85.70,87.49,79.65,88.70
10444394,Pbx2,55.39,57.14,34.72,69.09
10444407,Ager,-30.84,-45.92,-26.75,-23.23
10444420,Agpat1 or Egfl8,47.59,45.75,44.83,51.86
10444431,Prrt1,-2.34,-2.82,-11.11,18.05
10444436,Fkbpl,72.13,48.66,73.95,84.67
10444439,Atf6b,99.15,99.15,98.60,99.70
10444459,Tnxb,-37.40,-30.34,-50.33,-32.49
10444496,Dom3z,83.82,64.77,91.25,88.06
10444505,Rdbp,75.76,68.56,73.35,83.82
10444521,Zbtb12,31.26,-3.03,42.12,44.44
10444524,Ehmt2,94.87,93.52,92.62,97.38
10444554,Slc44a4,-19.79,-23.15,-23.05,-15.15
10444578,Neu1,63.69,48.83,63.73,72.18
10444587,7330403C04Rik,-25.32,-44.40,-12.16,-20.73
10444589,Hspa1a or Hspa1b,-19.64,-16.86,-12.72,-33.60
10444591,Hspa1l,-17.03,-35.71,-46.64,-1.81
10444595,Lsm2,46.33,53.32,46.89,39.34
10444605,Vars,71.99,73.25,65.22,77.97
10444637,D17H6S56E-3 or Ng23,8.66,-47.21,54.48,32.93
10444656,---,44.36,36.05,6.39,72.94
10444658,Clic1,86.57,86.17,86.95,86.61
10444665,Ddah2,-38.34,-44.70,-41.00,-30.59
10444674,Ly6g6c,-20.67,-27.20,-24.55,-13.38
10444680,Ly6g6e,25.54,-13.19,12.88,66.98
10444685,Abhd16a,79.84,67.94,83.12,83.49
10444708,Ly6g5c,40.36,-8.83,25.39,81.14
10444713,Gpank1,91.12,68.69,92.66,96.67
10444717,D17H6S53E,76.29,62.65,67.30,89.22
10444719,Bag6,77.84,72.60,76.02,84.02
10444747,---,86.45,89.85,72.77,89.98
10444752,Ltb,-8.77,-4.08,-14.49,-9.44
10444756,Atp6v1g2,-24.76,-30.32,-21.04,-22.58
10444761,Ddx39b,75.08,79.20,70.34,75.30
10444778,---,75.45,71.20,75.45,79.70
10444780,H2-D1 or H2-L,78.48,75.14,77.41,82.19
10444788,H2-Q1,40.16,33.14,23.32,60.45
10444800,Nhp2l1,-41.80,-12.14,-35.46,-90.17
10444802,H2-Q2,-11.69,-25.27,-9.11,-5.68
10444810,---,67.82,64.48,37.36,87.29
10444814,H2-Q4,43.77,41.31,43.05,46.17
10444821,H2-Q5,18.58,7.41,7.44,35.31
10444824,H2-Q6 or H2-Q8 or LOC68395,-0.30,-6.90,-6.50,18.35
10444830,H2-Q7 or H2-Q9 or H2-Q8 or H2-Q6 or LOC68395,47.85,43.84,46.80,52.48
10444841,H2-Q10,-3.32,-0.87,-15.76,-2.48
10444853,Pou5f1,-30.04,-69.70,-32.87,-8.40
