Probeset_ID,Gene Symbol,Mo Bl Ly6C+ II+,Sample_,Sample_,Sample_
10495651,Alg14,-55.58,-64.18,-43.60,-57.19
10495657,Alg14,-10.36,-30.43,7.17,-7.57
10495659,Cnn3,-40.61,-29.84,-46.25,-45.73
10495668,4930432M17Rik,32.32,33.10,24.60,39.25
10495675,F3,-64.25,-56.46,-75.81,-59.13
10495685,Arhgap29,-62.29,-56.71,-62.26,-68.55
10495712,Abca4,-37.40,-22.44,-25.24,-76.59
10495763,Gclm,-74.99,-69.42,-71.21,-81.70
10495773,Dnttip2,17.97,38.53,12.79,-1.94
10495781,Bcar3,-77.93,-75.90,-70.67,-87.73
10495794,Pde5a,-34.40,-21.25,-34.06,-49.11
10495820,Fabp2,-31.67,-42.25,-16.05,-45.54
10495826,1810037I17Rik,-10.79,-38.43,-23.73,37.73
10495830,Sec24d,-35.12,-34.93,-33.11,-37.51
10495854,Prss12,-37.72,-48.95,-30.62,-34.21
10495867,Gm9372,46.07,48.37,-9.21,78.38
10495869,Tram1l1,-50.85,-49.80,-37.14,-71.10
10495873,Ptma or Gm12504,63.96,85.91,-1.66,71.98
10495876,---,-13.22,-17.91,-1.09,-24.33
10495878,Ndst4,-40.73,-91.86,-22.51,-22.27
10495891,Arsj,-57.21,-90.35,-15.57,-70.90
10495896,Camk2d,64.41,70.51,79.38,42.93
10495923,Mir302b,-14.51,-10.54,-12.15,-24.11
10495925,Mir302c,-12.41,-15.02,-4.33,-25.75
10495927,Mir302a,-30.57,-35.56,-22.98,-36.51
10495929,Mir302d,-24.48,-2.83,-41.63,-67.95
10495931,Mir367,-36.90,-22.76,-48.63,-46.17
10495933,4930422G04Rik,11.10,27.07,36.15,-26.60
10495935,4930422G04Rik,-79.41,-57.12,-96.60,-73.23
10495945,4930422G04Rik,-95.52,-98.29,-97.50,-86.80
10495964,Neurog2,32.18,52.98,60.43,-18.40
10495967,Tifa,83.14,83.43,80.47,85.49
10495972,---,18.97,51.72,61.35,-35.30
10495974,---,-17.67,-1.98,-50.85,-37.79
10495976,Pitx2,-27.26,-16.04,-33.93,-35.22
10495987,Gm5712,55.12,54.12,64.64,43.37
10495989,Rpl7a,63.96,85.91,-1.66,71.98
10495991,---,30.60,-0.43,-1.92,65.66
10495993,Elovl6,-53.97,-74.03,-49.24,-35.67
10496001,Cfi,-48.62,-65.56,-16.23,-84.66
10496015,Pla2g12a,-91.25,-88.81,-96.42,-85.44
10496023,Casp6,-26.60,-48.43,-58.75,41.01
10496032,Rpl12 or Gm11425 or LOC630855,63.96,85.91,-1.66,71.98
10496036,Col25a1,-30.69,-40.16,-22.07,-29.43
10496077,Agxt2l1,-30.43,-23.38,-55.88,-20.76
10496091,Lef1,-61.41,-67.87,-52.21,-64.18
10496110,Papss1,-50.57,-81.81,-61.28,-6.16
10496125,Dkk2,-28.66,-43.71,-32.62,-15.79
10496130,Tbck,37.82,60.17,36.32,18.26
10496159,Ints12,23.05,26.12,26.49,16.43
10496167,---,63.96,85.91,-1.66,71.98
10496169,Ppa2,-69.95,-81.75,-93.93,13.61
10496182,Cxxc4,-28.11,-14.71,-9.64,-71.85
10496192,Tacr3,-28.14,-16.61,-30.49,-41.68
10496200,---,21.29,-0.53,45.92,15.04
10496202,---,-18.57,-20.95,22.61,-56.11
10496204,Cenpe,-63.94,-87.64,-43.47,-65.47
10496251,Bdh2,-62.69,-64.58,-44.90,-79.98
10496262,Nhedc2,-46.84,-75.65,4.03,-67.94
10496276,Nhedc1,-34.10,-38.97,-22.36,-45.61
10496295,Ube2d3,20.93,41.22,10.02,16.35
10496302,Manba,78.54,65.52,73.73,89.26
10496322,---,58.15,50.07,79.89,31.50
10496324,Slc39a8,-82.05,-75.55,-76.36,-91.23
10496336,---,63.96,85.91,-1.66,71.98
10496338,Ppp3ca,-33.86,-40.46,-23.79,-37.57
10496357,---,-67.72,-91.76,-50.30,-52.08
10496359,Emcn,-38.87,-28.36,-63.64,-43.68
10496373,Ddit4l,-75.42,-80.60,-43.69,-92.03
10496379,H2afz,-10.09,-58.06,-45.92,74.36
10496387,Dnajb14,71.75,54.42,82.10,75.05
10496397,Lamtor3,-21.50,-29.78,-40.44,9.58
10496405,Gm5105,-43.31,-48.20,-25.66,-60.12
10496417,Rg9mtd2,-96.91,-99.73,-81.36,-97.39
10496425,Adh7,-45.31,-40.06,-40.62,-57.91
10496438,Adh1,-41.98,-41.78,-42.78,-41.84
10496447,Adh6a,-16.79,-7.51,-44.90,-15.23
10496455,Adh6b,-20.25,26.01,-48.80,-33.56
10496457,---,-26.77,-18.76,-21.58,-45.70
10496462,Adh6-ps1,-17.20,-24.08,-9.88,-20.75
10496466,Adh4,-50.42,-51.24,-15.00,-94.29
10496475,Adh5,-89.49,-97.48,-96.66,-33.76
10496485,Eif4e,-49.16,-66.84,-54.28,-28.31
10496490,Mir1956,42.26,55.38,72.86,-21.91
10496492,---,50.93,64.73,72.50,-3.20
10496494,Tspan5,7.09,7.12,4.97,9.69
10496504,B930007M17Rik,-17.91,-21.62,-3.39,-50.34
10496519,Unc5c,-54.21,-52.42,-34.35,-79.09
10496539,Gbp5,32.53,55.04,-2.67,42.55
10496555,Gbp1 or Gbp5 or LOC100047734,-24.60,-24.72,-22.75,-26.52
10496569,Gbp7,30.82,51.31,35.18,6.89
10496580,Gbp3,71.94,73.83,66.77,76.15
10496592,Gbp2,49.51,55.13,15.24,70.57
10496605,Ccbl2,-96.15,-99.98,-94.70,-83.45
10496621,Gtf2b,-12.65,-43.63,-57.58,62.75
10496626,Gapdh,63.96,85.91,-1.66,71.98
10496629,Sep15,-33.81,-45.81,-46.24,0.44
10496638,Odf2l,-95.69,-97.96,-85.36,-98.01
10496656,Col24a1,-8.62,-11.27,20.17,-30.55
10496715,Znhit6,-75.53,-83.47,-83.76,-49.87
10496727,Ddah1,-65.50,-66.30,-56.74,-73.65
10496735,Rpl36a or Rpl36al,63.96,85.91,-1.66,71.98
10496737,Bcl10,31.43,-1.21,-21.27,83.72
10496742,2410004B18Rik,-19.93,-53.29,-53.03,48.74
10496748,Syde2,-82.26,-76.66,-70.38,-93.52
10496756,Mcoln3,-41.03,-15.81,-52.34,-77.82
10496771,Mcoln2,-36.21,-19.15,-54.56,-43.12
10496789,Lpar3,-46.07,-23.26,-48.85,-71.26
10496796,Ssx2ip,-91.76,-94.40,-74.99,-98.70
10496813,Ctbs or Spata1,65.76,54.37,63.41,75.32
10496822,Gng5,58.50,33.63,51.20,82.91
10496825,Uox,-38.18,-27.66,-32.41,-58.84
10496835,Hmgb1,63.96,85.91,-1.66,71.98
10496837,Ttll7,-81.58,-63.78,-84.70,-92.05
10496854,Ttll7,-58.84,-28.86,-61.45,-92.74
10496862,---,-28.37,-74.82,2.37,-16.51
10496864,Gm5149,57.96,69.48,60.18,41.18
10496872,Eltd1,-31.26,-25.19,-77.62,-20.51
10496888,---,27.26,15.85,-11.61,64.10
10496890,Gipc2,-12.23,23.30,40.18,-79.82
10496892,Fubp1,-34.94,8.14,-52.94,-60.79
10496917,---,63.96,85.91,-1.66,71.98
10496919,Usp33,0.42,3.05,9.06,-15.28
10496946,Zzz3,24.91,30.31,50.35,-9.15
10496956,Pigk,-52.06,-68.48,-67.40,-5.29
10496971,Asb17,-21.18,-43.34,-13.36,-17.55
10496975,Slc44a5,-26.49,-41.95,-18.03,-23.52
10497001,Cryz,-92.28,-90.98,-90.24,-95.41
10497012,4922501L14Rik,-32.41,-55.76,-10.10,-47.50
10497031,---,-17.33,-19.58,-20.92,-12.30
10497033,Lrriq3,-75.06,-99.37,-46.63,-56.01
10497045,---,-7.03,-4.82,0.00,-18.00
10497048,---,-15.15,14.52,-8.08,-48.58
10497051,Negr1,-52.98,-74.78,-35.42,-52.23
10497064,---,-8.41,-4.73,-24.75,-3.60
10497066,Zranb2,-75.11,-38.05,-83.08,-86.25
10497077,Mir186,-31.85,49.46,-92.54,-52.25
10497079,Ptger3,-39.73,-29.83,-45.98,-45.50
10497086,---,46.20,56.86,52.09,25.08
10497090,Ankrd13c,9.27,31.29,8.25,-21.71
10497105,Lrrc40,-76.27,-66.00,-80.72,-78.92
10497122,Depdc1a,-50.80,-35.91,-65.67,-58.74
10497135,Rpe65,-34.19,-30.01,-21.17,-58.72
10497149,Wls,-7.95,-22.61,-7.49,4.60
10497165,---,-11.81,-23.67,17.80,-25.41
10497167,---,-29.45,-29.41,-31.16,-27.83
10497169,---,64.05,69.42,88.43,14.03
10497173,Pxmp3,-28.81,-46.29,-54.31,21.15
10497181,1700008P02Rik,-28.14,-7.76,-34.52,-47.01
10497186,---,63.96,85.91,-1.66,71.98
10497188,Il7,-43.61,-68.53,-21.22,-49.01
10497197,5330432E05Rik,-53.76,-69.29,-21.10,-73.73
10497199,Gm6194 or Tmem189,48.73,51.53,63.58,29.02
10497201,---,18.92,18.76,20.97,16.17
10497203,Hey1,-81.74,-81.68,-91.92,-67.60
10497209,Mrps28,-41.53,-71.61,-82.64,42.50
10497214,Tpd52,98.09,97.96,98.16,98.03
10497222,Zfp704,-41.72,-61.08,-26.15,-36.66
10497237,Pag1,46.81,48.20,40.94,50.75
10497248,---,31.03,34.27,33.84,24.74
10497250,Pag1,39.77,27.52,78.42,-7.00
10497253,Pmp2,-4.23,-7.22,-19.90,30.08
10497258,Fabp9,-15.56,-7.43,-23.52,-24.22
10497265,Fabp4,-27.35,-32.51,-39.37,-14.25
10497276,Fabp12,-15.69,-31.79,-6.38,-16.01
10497285,Impa1,-47.41,-66.19,-53.88,-6.94
10497296,Slc10a5,-25.17,-32.48,-16.00,-33.86
10497300,Zfand1,63.96,85.91,-1.66,71.98
10497309,Snx16,-64.68,-42.09,-77.69,-70.13
10497319,---,-5.71,16.64,-12.57,-10.08
10497321,Pgam1,63.96,85.91,-1.66,71.98
10497323,Gm10745,-22.28,-7.12,-17.40,-80.47
10497325,Hmgb1,63.96,85.91,-1.66,71.98
10497327,---,63.96,85.91,-1.66,71.98
10497329,---,10.95,51.45,-17.76,-5.55
10497335,1810022K09Rik,-56.99,-91.02,35.11,-76.88
10497337,Car1,-47.46,-49.33,-31.24,-66.32
10497343,---,-84.09,-98.44,-83.14,-36.20
10497345,Gm9733,95.79,93.05,94.53,98.95
10497349,Sirpb1a or Sirpb1b or LOC100038947,98.00,97.30,97.60,98.90
10497356,Sirpb1a or Sirpb1b or LOC100038947,63.96,85.91,-1.66,71.98
10497358,Sirpb1b or Sirpb1a or LOC100038947,63.96,85.91,-1.66,71.98
10497364,Sirpb1b or Sirpb1a or LOC100038947,63.96,85.91,-1.66,71.98
10497372,Gm5150,83.94,75.74,81.55,93.51
10497376,---,20.32,-12.65,69.09,-6.90
10497379,---,-21.64,27.97,-32.96,-53.87
10497381,Cyp7b1,-22.66,-38.06,-12.69,-20.84
10497390,Armc1,-68.75,-83.48,-63.11,-52.46
10497399,Pde7a,-43.86,-52.06,-41.76,-38.71
10497417,Crh,-63.67,-67.22,-43.79,-79.24
10497421,Hps3,98.53,98.36,99.27,97.63
10497441,Gyg,9.51,12.36,-11.11,30.96
10497451,Cpa3,-42.30,-40.01,-55.24,-33.67
10497463,Cpb1,-27.31,-18.25,-32.70,-34.80
10497475,Agtr1b,63.45,60.58,65.92,63.71
10497481,2810416G20Rik,-12.50,-60.15,-45.78,63.61
10497483,Hmgb1,63.96,85.91,-1.66,71.98
10497485,Naaladl2,-30.80,-15.76,-22.62,-67.72
10497487,Naaladl2,-32.29,-7.02,-24.60,-93.96
10497490,Naaladl2,-78.22,-98.52,-33.44,-89.64
10497501,---,-19.33,-30.84,-72.97,-3.80
10497503,Kpna2,63.96,85.91,-1.66,71.98
10497505,Nlgn1,-65.13,-29.41,-98.78,-54.47
10497520,Ect2,-62.13,-59.90,-66.01,-60.84
10497548,Fndc3b,41.88,52.05,39.30,35.34
10497580,---,-1.74,7.29,-8.72,-0.32
10497582,Tmem212,-20.84,-26.01,-17.91,-18.62
10497587,1600012F09Rik,63.96,85.91,-1.66,71.98
10497590,Mecom,-56.97,-68.67,-39.05,-67.77
10497608,Mecom,-37.68,-54.15,-23.22,-40.43
10497613,---,35.67,25.23,44.01,34.13
10497615,1600017P15Rik,31.90,55.95,79.31,-63.94
10497617,Arpm1,-13.46,-24.69,61.59,-68.25
10497622,Lrrc34 or Lrriq4,-28.44,-38.68,-28.64,-21.03
10497636,Lrrc31,-24.79,-10.38,-9.28,-86.30
10497644,Sec62,74.44,80.51,82.49,55.29
10497646,Phc3,26.07,41.25,38.43,-6.83
10497648,Phc3,60.46,61.78,54.33,63.83
10497663,Slc7a14,-24.79,-23.28,-16.51,-40.01
10497673,Zmat3,-69.26,-70.39,-75.86,-59.63
10497682,Kcnmb3,55.82,65.59,82.12,-7.91
10497689,Gnb4,-92.48,-95.87,-93.16,-87.32
10497703,Mrpl47,-84.00,-89.83,-92.97,-58.73
10497711,Ndufb5 or Mrpl47,27.77,48.97,77.19,-62.93
10497713,Pex5l,-27.35,-25.54,-25.56,-30.56
10497731,Ccdc39 or Ttc14,-34.49,-64.88,-14.38,-39.39
10497752,Carhsp1,-34.67,-37.95,-33.37,-32.65
10497754,Dnajc19 or Gm15118,-66.63,-83.97,-89.86,5.08
10497761,Gm6639,0.81,63.27,-7.56,-17.80
10497765,Dcun1d1,-37.28,-59.28,-58.24,13.10
10497773,Mccc1 or A330050B17Rik,-93.69,-97.14,-88.79,-91.96
10497794,Ccdc144b or A330050B17Rik,-8.30,-12.85,-10.67,-4.43
10497808,Qrfpr,-24.63,-14.49,-22.61,-39.27
10497817,Anxa5,46.35,45.89,46.52,46.50
10497831,Ccna2,-92.38,-88.54,-93.94,-94.19
10497842,Bbs7,-85.21,-75.74,-83.32,-94.55
10497862,Trpc3,-64.63,-67.43,-65.90,-60.77
10497878,Il2,-19.38,-10.38,-24.23,-32.36
10497886,Il21,-7.64,-5.70,-5.09,-17.19
10497894,Cetn4,-37.68,-20.42,-27.72,-65.87
10497899,Gm12541,18.56,25.18,-34.19,64.57
10497904,Nudt6 or Spata5,-16.36,-10.03,8.93,-49.22
10497912,Gm5148,-3.53,31.41,-13.12,-11.57
10497918,Rpl21,63.96,85.91,-1.66,71.98
10497920,Ankrd50,-39.86,-48.45,-40.47,-30.25
10497929,---,54.94,50.28,76.40,29.69
10497931,Cflar,51.85,70.98,36.67,45.02
10497935,---,-14.80,-12.50,6.19,-42.53
10497937,1700017G19Rik,28.56,-31.20,84.53,-10.09
10497944,Mfsd8,-48.96,-48.76,-41.60,-54.41
10497958,1700034I23Rik or Gm10731,-33.70,-5.71,-86.61,-13.79
10497960,1700034I23Rik,31.08,76.11,9.33,-7.89
10497964,Pgrmc2,-80.74,-75.07,-92.70,-68.57
10497968,---,42.45,29.54,52.37,44.55
10497971,Sclt1,-92.44,-82.85,-95.52,-94.48
10497994,Pabpc4l,-34.77,-23.86,-41.96,-40.35
10497996,Ikzf5,9.97,6.59,23.18,1.62
10497998,---,57.38,82.53,36.58,33.07
10498000,Gm10730,-8.92,30.08,-17.05,-29.81
10498002,1700018B24Rik,-46.52,-46.39,-38.12,-55.11
10498005,---,-14.38,-21.02,-0.95,-32.83
10498011,---,35.67,-51.49,45.13,82.60
10498018,Pcdh18,-73.12,-63.36,-52.58,-96.62
10498024,Slc7a11,-25.42,-19.07,-25.42,-32.39
10498038,Elf2,55.74,50.03,59.24,57.54
10498053,Mgarp,-68.49,-84.78,-78.86,-42.55
10498058,Ndufc1,-76.52,-95.48,-86.60,-30.82
10498064,Setd7,-21.74,-7.01,-39.98,-13.79
10498076,Maml3,78.55,72.68,81.43,81.31
10498093,---,69.92,80.04,78.23,36.36
10498095,Cog6,-89.53,-88.76,-94.85,-81.01
10498117,Rpl29,63.96,85.91,-1.66,71.98
10498119,Frem2,-57.58,-47.62,-40.26,-81.62
10498146,Nhlrc3,-9.10,-29.46,24.33,-16.78
10498155,Rps14,56.10,28.55,8.60,98.13
10498158,Ufm1,-11.62,-22.80,-36.53,14.10
10498160,Ufm1,0.04,-7.91,-2.03,5.03
10498166,---,-14.90,-19.29,-31.63,-5.84
10498168,Exosc8,-54.06,-58.89,-82.91,-15.87
10498180,Rfxap,-34.94,-85.70,-69.16,69.00
10498185,Tra2b,27.40,46.99,39.67,-1.44
10498187,6030405A18Rik,-12.54,-3.29,-46.27,-7.99
10498192,Ccna1,-68.68,-86.87,-38.84,-79.06
10498204,Gm9831,35.16,61.74,49.94,-15.12
10498210,Nbea,-83.62,-75.64,-88.85,-86.04
10498268,---,-13.88,-44.27,-1.39,-9.00
10498273,Tm4sf1,-65.71,-71.94,-70.84,-56.34
10498284,Wwtr1,-77.02,-83.60,-77.13,-70.68
10498296,Commd2,-11.27,-54.75,-68.35,78.06
10498302,Gm410,-23.85,-27.72,-6.22,-55.24
10498307,---,32.26,41.00,4.84,53.98
10498309,Pfn2,-71.48,-79.50,-77.22,-58.55
10498313,Pgk1,63.96,85.91,-1.66,71.98
10498319,Serp1,72.46,55.74,76.32,82.83
10498323,Fam194a,-11.08,-4.77,-18.72,-12.27
10498332,Siah2,94.13,95.63,90.69,95.34
10498337,Clrn1,-17.28,-12.50,58.49,-86.00
10498343,---,41.99,-23.85,46.47,78.56
10498345,Gpr171,-12.65,-17.93,-13.61,-7.93
10498350,P2ry14,-46.60,-58.51,-40.66,-38.97
10498357,F630111L10Rik,-18.59,-0.62,-23.66,-51.68
10498361,Gpr87,-38.25,-16.49,-27.27,-88.13
10498367,P2ry13,47.40,60.03,50.12,26.65
10498371,P2ry12,26.03,40.00,27.24,7.41
10498379,Igsf10,-57.84,-41.95,-59.70,-72.16
10498383,Igsf10,63.96,85.91,-1.66,71.98
10498386,Igsf10,63.96,85.91,-1.66,71.98
10498391,---,-14.00,2.61,-11.34,-37.98
10498395,Gm5709,61.71,89.15,11.50,23.32
10498401,---,-28.13,-22.72,-23.31,-38.84
10498403,---,77.00,77.82,83.44,68.91
10498405,Gm12070 or Gapdh,63.96,85.91,-1.66,71.98
10498407,---,-23.45,-49.49,-39.91,18.45
10498413,9330121J05Rik,-13.58,-21.43,36.49,-49.97
10498415,Dhx36,-62.91,-60.11,-45.38,-76.65
10498441,Gpr149,-39.69,-44.67,-89.75,-11.18
10498446,Gpr149,-57.93,-56.00,-43.02,-73.30
10498448,Plch1,-69.37,-69.90,-72.04,-65.93
10498477,E130311K13Rik,-78.67,-82.54,-58.56,-88.95
10498485,Slc33a1,-17.82,-4.94,-47.89,-3.93
10498497,---,-30.48,-58.01,-7.30,-38.40
10498500,Vmn2r1 or Vmn2r2 or Vmn2r5,-2.94,15.09,10.19,-21.10
10498503,Vmn2r4,-39.00,-3.83,-50.22,-68.82
10498508,Vmn2r-ps11 or Vmn2r1 or Vmn2r5 or Vmn2r2,13.42,-6.02,42.40,8.12
10498515,Vmn2r-ps11 or Vmn2r7,-53.80,-54.94,-49.99,-56.77
10498519,Ssr3,7.79,11.57,0.20,11.33
10498526,4931440P22Rik,94.50,93.29,95.71,95.03
10498529,---,-6.36,29.79,-68.08,20.26
10498531,Ccnl1,90.16,93.95,96.84,64.13
10498547,Veph1,-18.35,-36.90,8.12,-40.51
10498566,---,45.63,77.39,45.86,-6.46
10498568,Shox2,-20.87,-6.67,-22.77,-39.02
10498576,Lxn,-12.94,-31.07,-32.86,26.57
10498584,Rarres1,-59.97,-72.16,-61.06,-47.51
10498591,Rarres1,24.83,11.32,34.47,28.52
10498593,---,19.22,-20.50,81.86,-29.83
10498595,Snrpd2,63.96,85.91,-1.66,71.98
10498597,1110032F04Rik,53.51,51.77,88.37,-12.46
10498599,Ift80,-99.36,-99.38,-99.49,-99.20
10498620,Trim59,-53.83,-50.47,-54.04,-56.94
10498623,Kpna4,69.30,96.33,68.48,10.78
10498644,---,66.91,69.05,-9.95,90.42
10498647,B3galnt1,-70.73,-59.48,-65.43,-87.40
10498651,---,-17.19,-50.94,-24.72,25.98
10498653,1110032A04Rik,-49.49,-60.14,-32.32,-60.18
10498657,---,-0.31,41.17,-5.16,-5.48
10498659,Sis,-9.04,-8.64,-6.31,-15.48
10498707,Slitrk3,-59.03,-79.07,-19.85,-83.61
10498710,Bche,-64.18,-96.18,-57.13,-43.29
10498716,---,-22.43,-25.40,-24.81,-18.29
10498720,Zbbx,-20.92,-17.50,-11.45,-47.88
10498741,Serpini2,-44.85,-63.85,-60.75,-20.75
10498751,Wdr49,-22.17,-61.47,-15.10,-7.89
10498763,Wdr49,-21.69,-2.70,-59.01,-24.39
10498771,Pdcd10,-7.88,9.23,-36.83,12.94
10498775,Golim4,-34.64,-25.17,-29.05,-49.34
10498795,Zfp114 or Zfp108 or Zfp111 or Zfp109,-78.64,-47.82,-83.60,-91.15
10498797,---,7.43,16.50,-14.59,24.66
10498800,Ube2d2a,63.96,85.91,-1.66,71.98
10498802,Rapgef2,-13.72,-1.02,-35.34,-6.60
10498827,Fnip2,29.30,41.97,28.24,16.47
10498837,Etfdh,-79.34,-79.53,-81.24,-77.03
10498852,Rxfp1,-17.11,-19.18,-19.46,-13.63
10498871,Tmem144,-52.77,-33.76,-45.31,-83.41
10498885,Gria2,-51.44,-45.45,-52.29,-57.14
10498907,Glrb,-61.59,-55.73,-43.25,-90.59
10498919,---,-4.60,13.43,-25.84,-0.25
10498921,Tdo2,-29.70,-13.02,-52.17,-43.99
10498935,Gucy1b3,-49.92,-34.75,-65.58,-56.51
10498952,Gucy1a3,-56.03,-51.35,-59.95,-56.91
10498965,Npy2r,-28.32,-53.06,-11.44,-32.65
10498972,Rbm46,-56.30,-68.33,-55.26,-45.70
10498978,Lrat,-49.71,-40.03,-55.57,-54.32
10498981,Fgb,-39.01,-18.80,-69.50,-38.13
10498990,---,65.18,76.20,88.20,-11.49
10498992,Tlr2,60.68,59.65,58.47,64.79
10498998,D930015E06Rik,57.69,49.93,58.51,65.32
10499035,Mnd1 or Gm3833,-75.07,-93.19,-64.34,-66.84
10499045,Trim2,-73.04,-66.17,-61.60,-90.84
10499062,Fhdc1,-55.37,-40.77,-58.33,-70.95
10499080,Arfip1,18.67,59.67,-4.48,-6.55
10499089,---,-25.07,-41.20,-26.43,-12.06
10499091,Dear1 or Fbxw7,-6.98,-8.84,-3.86,-9.02
10499093,---,-6.82,-1.47,-11.59,-11.38
10499095,Fam160a1,-76.95,-68.60,-83.93,-77.34
10499108,Glt28d2,-80.32,-90.77,-68.65,-77.68
10499113,Prss48,-17.44,-51.74,-11.91,-1.51
10499121,Rps3a,63.96,85.91,-1.66,71.98
10499128,Snord73a,11.06,0.72,14.27,18.95
10499130,Rnu73b,-7.12,-11.06,-20.96,12.56
10499132,Mab21l2,-48.98,-30.93,-58.61,-60.91
10499138,Dclk2,-93.85,-93.31,-85.67,-98.33
10499160,Cd1d1,-24.66,-28.55,-24.92,-20.52
10499164,---,65.77,50.56,49.44,85.02
10499168,Kirrel,-57.96,-81.44,-38.08,-58.36
10499187,Ube2l3 or Gm10015 or LOC100045901 or Gm10705 or Gm10145 or Gm5858,63.96,85.91,-1.66,71.98
10499189,Fcrls,-44.24,-32.90,-42.19,-63.26
10499198,Gm12191 or Rpl30,63.96,85.91,-1.66,71.98
10499200,4933430H15Rik or Arhgef11,-9.50,57.73,-26.65,-40.60
10499216,Pear1,-61.38,-59.61,-10.29,-96.34
10499247,Ntrk1 or Insrr,47.89,71.42,34.43,25.33
10499265,Prcc,-44.12,-36.09,-74.96,-14.31
10499273,Rrnad1 or Mrpl24,51.58,-22.21,52.80,89.77
10499285,Bcan,-30.85,-47.45,-18.24,-31.96
10499299,Hapln2,-59.49,-93.34,29.00,-83.72
10499309,Apoa1bp,-88.36,-95.82,-95.51,-60.42
10499316,Ttc24,-19.46,-19.72,61.48,-82.08
10499329,Rhbg,-36.76,-55.01,-19.92,-44.19
10499342,1700021C14Rik or Rhbg,-70.23,-53.53,-73.79,-80.52
10499348,Tmem79,-25.62,-8.34,-51.08,-25.94
10499354,Bglap-rs1,-50.89,-70.10,-34.97,-48.58
10499358,Bglap2 or Bglap or Bglap-rs1,-26.17,-22.39,-19.71,-39.52
10499363,Bglap,41.09,32.52,69.41,15.63
10499366,Pmf1,-53.11,-70.67,-55.62,-27.82
10499372,Slc25a44,-60.87,-75.91,-59.80,-40.57
10499378,Sema4a,71.33,70.50,67.60,76.84
10499394,Lmna,-52.08,-47.92,-59.23,-51.13
10499412,Rab25,-42.10,-41.30,-48.32,-37.56
10499420,Lamtor2,-35.36,-57.55,-73.40,25.88
10499425,2700060E02Rik,3.60,-39.72,-62.96,89.57
10499427,Rxfp4,54.09,55.24,66.59,35.67
10499429,---,73.63,72.70,86.18,51.70
10499431,Syt11,-49.57,-41.65,-50.45,-57.29
10499438,Msto1 or Gon4l,-56.57,-64.55,-59.14,-46.01
10499454,Dap3,-87.75,-93.53,-90.48,-73.15
10499470,Rusc1,-52.42,-72.35,-53.09,-30.12
10499483,Fdps,2.41,0.46,-49.75,53.90
10499491,Mir720,2.29,-23.38,54.60,-11.33
10499493,Hcn3,-28.87,-14.15,-4.96,-74.36
10499504,Mtx1,-61.26,-95.71,-42.61,-0.03
10499512,Mir92b,38.54,4.10,50.96,58.24
10499514,Trim46,-64.34,-84.30,-49.99,-57.83
10499529,Slc50a1,12.38,-3.97,9.34,35.16
10499536,Efna1,-62.10,-30.19,-87.25,-69.25
10499545,Efna3,-45.68,-32.94,-35.71,-73.09
10499552,Efna4,-25.48,-18.99,20.77,-74.35
10499560,Adam15,80.72,79.71,80.49,81.53
10499593,Dcst1,-17.06,-10.24,-20.94,-23.58
10499612,Zbtb7b,94.91,95.34,88.65,97.78
10499620,Flad1 or Lenep,7.17,-32.17,0.82,52.21
10499639,Cks1b or Gm6340,-61.16,-77.48,-91.34,-20.36
10499643,Chrnb2,-30.55,-76.66,-12.17,-18.45
10499652,4632404H12Rik,-16.61,-39.56,4.22,-14.87
10499655,Il6ra,98.66,98.61,98.70,98.61
10499666,Atp8b2,50.15,57.40,23.57,67.68
10499696,---,59.35,58.56,56.18,62.89
10499703,---,-33.23,-48.14,33.12,-72.07
10499705,Hax1,63.96,85.91,-1.66,71.98
10499716,Ubap2l,9.83,20.04,5.63,3.12
10499748,Rps27 or Gm9846,83.19,76.41,76.56,92.53
10499751,Creb3l4,-24.83,-7.20,-55.52,-35.23
10499766,Slc27a3,-48.56,-54.82,-43.12,-48.15
10499777,Ints3,-58.34,-45.36,-69.75,-57.37
10499811,Npr1,-47.78,-38.02,-44.43,-63.10
10499839,Snapin or Ilf2,-83.11,-88.15,-90.65,-63.66
10499847,2500003M10Rik,12.62,47.56,-51.30,34.69
10499854,S100a1,-41.63,-63.54,-58.06,-1.02
10499859,---,-31.28,-51.85,-16.38,-27.57
10499861,S100a9,-49.28,-75.40,-42.57,-33.71
10499864,---,-31.05,-37.94,-15.18,-45.87
10499867,---,-2.85,-11.31,44.48,-15.31
10499870,Lor,-59.54,-63.20,-55.42,-60.11
10499873,Prr9,-29.99,-13.86,-73.28,-23.29
10499876,Lelp1,27.15,39.32,40.09,-1.63
10499879,Rpl3,63.96,85.91,-1.66,71.98
10499881,Rpl3,63.96,85.91,-1.66,71.98
10499883,Adrm1,63.96,85.91,-1.66,71.98
10499891,Sprr1b,-20.28,-20.61,-25.10,-15.84
10499896,Sprr3,-18.15,-25.02,-20.25,-12.20
10499899,Sprr1a,-48.01,-63.67,-42.91,-40.01
10499902,Sprr4,-30.13,-25.22,-33.70,-31.39
10499904,Ivl,-48.07,-54.58,-48.16,-41.98
10499906,Smcp,-29.96,-72.17,-32.39,-9.18
10499909,Lce6a,-24.61,-15.09,-11.72,-60.81
10499911,Lce1a1,-40.54,-66.29,-44.93,-20.18
10499914,Lce1b,13.80,53.70,17.62,-17.60
10499917,Lce1a2,-24.39,-14.90,-55.43,-14.94
