Probeset_ID,Gene Symbol,L+WT,Sample_,Sample_,Sample_
10413243,Duxbl or Gm10394 or Gm10391,-36.32,-33.26,-29.76,-47.77
10413250,Cphx,-34.90,-14.32,-35.13,-63.94
10413255,Duxbl or Gm10394 or Gm10391,-34.90,-14.32,-35.13,-63.94
10413260,Cphx,-34.90,-14.32,-35.13,-63.94
10413265,Duxbl or Gm10394 or Gm10391,-34.90,-14.32,-35.13,-63.94
10413270,4933413J09Rik,63.08,46.05,74.12,60.50
10413280,---,-34.12,-42.48,-16.47,-50.59
10413282,Fam116a,15.78,42.90,1.05,2.00
10413304,Arf4,24.50,28.20,33.96,13.00
10413314,Pde12,44.64,50.50,42.15,41.58
10413316,---,-44.24,-36.68,-77.98,-26.30
10413333,Dnahc12,-6.77,-17.22,-12.08,-1.15
10413338,---,23.22,22.68,17.49,28.96
10413377,---,96.66,94.77,96.51,97.61
10413381,Asb14,-28.08,-24.21,-37.45,-25.00
10413393,Hesx1,-11.01,-11.95,-8.15,-12.80
10413398,Il17rd,-54.92,-83.16,-56.37,-24.34
10413416,Il17rd,-27.19,-49.34,-14.37,-25.44
10413419,Arhgef3,71.60,77.43,69.46,66.98
10413434,D14Abb1e,-80.43,-72.73,-79.55,-85.23
10413461,Erc2,-52.31,-61.15,-65.26,-37.46
10413482,Wnt5a,-73.92,-95.74,-47.66,-72.13
10413492,Lrtm1,-21.15,-38.88,-10.44,-22.98
10413497,Selk,79.67,83.50,77.90,78.29
10413502,Actr8,-88.42,-88.65,-87.94,-89.21
10413517,Chdh,-56.98,-68.37,-63.01,-40.89
10413528,---,55.73,75.80,28.95,48.23
10413530,Dcp1a,49.80,67.75,29.26,48.32
10413542,Tkt,42.86,46.07,33.34,47.64
10413559,Rft1,-41.83,-33.75,-37.96,-53.04
10413574,Sfmbt1,-95.86,-92.31,-96.35,-97.18
10413596,Sfmbt1,-37.93,-19.70,-49.25,-44.84
10413598,Tmem110,83.53,91.61,79.94,71.80
10413609,Mustn1,-29.08,-40.94,-25.29,-24.06
10413615,Itih4,-16.77,-26.57,-26.96,-7.38
10413640,Nek4,-39.25,-52.99,-34.40,-29.58
10413657,Glt8d1,-16.32,3.25,-28.13,-26.80
10413670,Pbrm1,-12.98,4.70,-37.57,-2.70
10413695,Pbrm1,-54.54,-40.39,-44.68,-72.39
10413697,Pbrm1,-0.71,11.32,-10.85,-7.49
10413710,Nt5dc2 or Stab1,-38.04,-41.15,-40.31,-33.69
10413726,Tnnc1,-45.11,-40.72,-36.79,-59.00
10413733,Sema3g,-26.23,-29.27,-16.35,-36.20
10413752,Bap1,10.95,40.77,11.71,-22.41
10413771,Capn7,60.84,60.31,50.44,71.32
10413795,Eaf1,-35.26,-11.10,-48.36,-43.16
10413803,Btd,-24.57,-26.43,-22.49,-24.68
10413808,---,-23.01,-19.06,-24.97,-26.35
10413810,D830044D21Rik,-19.26,-59.27,51.31,-40.73
10413813,Galntl2,-28.30,-35.57,-21.70,-28.89
10413826,Oxnad1,-81.18,-82.41,-97.36,-40.99
10413835,Msmb,-18.11,-25.44,-6.12,-34.45
10413839,Ncoa4,-34.90,-14.32,-35.13,-63.94
10413853,Parg,-45.10,-42.95,-72.29,-6.00
10413874,Ogdhl,-60.75,-88.54,-31.39,-60.10
10413897,Ercc6,8.00,10.51,0.87,12.26
10413919,Prrxl1,19.42,29.49,50.08,-18.12
10413928,1810011H11Rik,19.39,28.34,29.93,-0.84
10413930,Fam170b,20.09,-9.59,-2.14,66.43
10413932,E130203B14Rik,-59.97,-77.62,-45.66,-58.18
10413943,Lrrc18,-16.96,-18.57,-5.41,-43.38
10413949,Lrrc18 or Gm6340,-53.42,-63.30,-57.82,-36.03
10413951,Arhgap22,-62.91,-68.65,-51.30,-67.76
10413967,Gm626,-14.96,-29.66,13.62,-38.73
10413977,Gm626,-46.20,-46.77,-47.12,-44.62
10413979,Gm626,-33.46,-10.90,-21.76,-92.41
10413981,Gm626,-22.69,-45.00,-9.62,-25.29
10413983,Gm626,-24.50,-18.49,-4.42,-69.76
10413985,Gm626,-31.05,-57.35,-32.37,-12.08
10413987,Gm626,34.98,13.31,56.13,26.32
10413989,Gm626,72.91,68.39,85.90,54.65
10413991,Gm626,-15.78,-9.93,-17.04,-20.52
10413993,Gm626,-44.73,-32.23,-47.05,-55.51
10413995,Gm626,-44.88,-38.19,-57.71,-39.71
10413997,Gm626,55.18,42.23,78.87,33.04
10413999,Gm626,-13.02,-36.46,-9.41,2.81
10414001,Gm626,-34.61,-27.35,-46.95,-31.66
10414003,Gm626,-24.57,-46.15,-7.82,-24.21
10414009,Ptpn20,-45.72,-68.92,-22.60,-53.58
10414023,---,-71.81,-39.65,-99.83,-55.79
10414025,Gdf10,-71.12,-78.25,-45.19,-87.41
10414031,Gdf2,-23.10,-34.38,-32.52,-9.64
10414034,Rbp3,-5.44,-8.20,-2.35,-8.93
10414040,Gm5460,50.98,37.12,76.56,23.35
10414047,Antxrl,-34.17,-49.52,-36.12,-22.02
10414065,Anxa8,-12.91,-15.81,-16.95,-8.13
10414078,Rpl23a or Gm10132 or Gm3362,-34.90,-14.32,-35.13,-63.94
10414081,Syt15,1.28,-21.42,48.17,-7.40
10414093,Glud1,-16.80,-10.82,-14.04,-25.18
10414102,Mmrn2,-24.03,-21.62,-61.47,-6.57
10414113,Wapal,-69.92,-62.40,-63.16,-82.11
10414137,Grid1,-40.06,-83.47,-13.76,-40.52
10414154,Mir346,27.95,25.98,51.41,6.35
10414156,4930474N05Rik,-7.63,-11.36,11.77,-18.02
10414161,---,-53.25,-52.51,-72.40,-33.31
10414163,Lrit1,-11.29,-18.92,8.99,-38.82
10414168,Lrit2,-24.02,-40.54,-29.97,-9.38
10414173,---,-36.21,-29.66,-48.47,-30.34
10414175,---,67.47,75.03,65.18,58.86
10414177,---,-50.93,-49.74,-55.58,-48.12
10414179,---,63.02,79.54,11.01,75.39
10414182,Dydc1,-41.73,-72.51,-38.89,-24.81
10414192,Mat1a,-49.88,-44.69,-37.00,-71.28
10414202,Sftpa1,-0.72,-4.98,-3.93,-0.09
10414211,Mbl1,-33.25,-49.40,-27.10,-26.46
10414218,---,-62.40,-74.64,-49.97,-63.27
10414228,Gm5622 or 1700024B05Rik,-44.01,-16.08,-49.32,-74.67
10414234,Gm5622 or 1700024B05Rik,-34.90,-14.32,-35.13,-63.94
10414241,---,-34.90,-14.32,-35.13,-63.94
10414245,1700049E17Rik1 or 1700049E17Rik2,-34.90,-14.32,-35.13,-63.94
10414250,---,-34.90,-14.32,-35.13,-63.94
10414256,Rbmxl1,23.28,-3.20,29.37,38.94
10414258,---,-25.04,-42.15,-38.69,5.12
10414260,Ang5 or Ang3,-4.25,-6.72,-0.98,-5.92
10414262,Ear2 or Ear12 or Ear3,97.73,97.46,97.82,97.82
10414265,BC061237,17.36,56.04,-19.30,16.81
10414269,Bnip3,-53.02,-53.79,-54.34,-50.86
10414271,Ptger2,80.59,84.66,79.26,77.14
10414278,Gpr137c,-81.73,-72.28,-81.78,-89.15
10414288,Psmc6,-72.32,-56.08,-78.95,-76.91
10414305,Styx,20.14,-42.17,59.49,43.17
10414313,Ubb or Gm1821,-34.90,-14.32,-35.13,-63.94
10414315,Cdkn3,26.99,-0.91,30.19,46.50
10414325,Cgrrf1,-25.34,-8.00,-29.63,-36.60
10414333,Samd4,-74.65,-78.10,-76.36,-69.41
10414350,Socs4,3.64,8.87,0.81,2.20
10414355,Mapk1ip1l,-58.17,-31.18,-72.83,-61.60
10414360,Lgals3,81.58,80.56,82.21,82.01
10414366,Fbxo34,48.36,70.73,29.53,36.30
10414372,---,34.31,-2.48,56.26,39.73
10414374,Ktn1,-88.83,-86.26,-90.72,-89.11
10414417,Peli2,9.13,15.61,-1.70,15.43
10414427,Gm6498,-2.51,-62.49,-7.26,68.48
10414431,---,-34.90,-14.32,-35.13,-63.94
10414433,6720456H20Rik,-63.05,-67.97,-76.20,-33.99
10414449,Mudeng,-28.40,11.79,-46.91,-45.30
10414460,Naa30,-55.88,-59.33,-49.62,-58.23
10414468,Olfr727,-42.44,-42.63,-40.98,-43.85
10414470,Tlr11,-1.00,-0.50,-1.33,-1.33
10414473,Olfr736,47.47,30.39,79.31,-2.87
10414475,Olfr738,-24.29,-22.04,-36.98,-15.84
10414477,Olfr739,-35.59,-26.97,-40.28,-40.09
10414479,Olfr740,-9.02,-17.54,-29.49,38.62
10414481,Olfr741,-58.78,-77.52,-45.13,-53.65
10414483,Olfr742,-62.94,-47.20,-64.83,-76.13
10414485,Olfr743,-34.98,-78.58,-29.11,-11.32
10414487,Olfr744,-25.83,-83.77,14.86,-0.07
10414489,Olfr745,-29.86,-53.72,-19.21,-22.99
10414491,Olfr746,-21.91,-33.13,-24.15,-11.20
10414493,Olfr748,-22.14,-56.50,-1.77,-13.89
10414495,---,-52.42,-52.53,-39.84,-68.33
10414497,Parp2,7.49,11.95,23.71,-13.65
10414514,Pnp,97.92,98.08,98.51,97.35
10414522,Apex1 or Tmem55b,-86.98,-86.40,-79.82,-91.61
10414527,Pnp2 or Pnp,90.79,92.98,93.56,79.82
10414533,Rnase10,9.74,-28.42,52.66,20.86
10414537,Rnase4 or Ang,6.19,9.72,6.43,2.80
10414545,Eddm3b,-25.56,-18.71,-16.16,-44.95
10414548,Rnase6,78.95,75.50,80.29,80.29
10414551,Ear5,-5.20,-2.53,-16.28,-4.27
10414553,Ear14 or Ear4,-10.25,-9.61,-30.15,5.95
10414555,Gm7247,-22.95,-50.05,-15.54,-8.11
10414561,Vmn2r89 or Vmn2r123 or Vmn2r88 or Vmn2r122 or LOC670059,-11.04,-40.54,-11.23,7.31
10414576,Gm5622,73.91,75.20,84.82,52.00
10414581,AY358078,-85.52,-90.16,-55.75,-96.41
10414590,Ear6 or Ear7,-11.81,-14.36,-13.35,-8.34
10414594,Mettl17,-71.49,-64.25,-71.60,-77.99
10414612,Slc39a2,-40.81,-42.58,-26.19,-54.11
10414618,Tppp2,-8.72,-13.22,50.58,-47.04
10414623,Arhgef40 or Zfp219,-46.60,-68.79,-31.09,-36.00
10414651,G630016D24Rik or Zfp219,-31.94,-29.06,-22.85,-46.15
10414659,Snord58b,49.52,48.29,57.02,43.12
10414661,---,-35.65,-56.14,-26.15,-20.89
10414663,Rpgrip1 or Supt16h,-33.09,-34.64,-31.74,-32.38
10414693,Tox4,-9.13,29.32,-35.94,-27.40
10414697,---,38.62,-0.73,58.20,41.25
10414700,Olfr1509,-41.95,-42.58,-55.67,-30.30
10414703,---,-27.98,-35.51,-11.45,-36.89
10414706,---,-20.11,-24.20,-3.54,-34.73
10414708,---,-39.28,-61.37,-28.93,-31.92
10414711,---,-14.78,-24.43,-2.96,-20.66
10414714,---,-33.52,-38.13,-18.21,-54.48
10414717,---,-20.38,-17.21,-6.18,-47.30
10414720,---,-34.10,-30.91,-48.69,-25.87
10414723,---,-38.27,-51.47,-31.74,-32.84
10414726,---,-18.98,-38.84,-12.36,-14.47
10414728,---,-49.19,-51.86,-39.08,-58.03
10414731,---,-21.43,-87.15,13.40,-0.62
10414734,---,-83.83,-95.79,-83.41,-59.94
10414736,---,1.47,-14.75,28.65,-3.11
10414738,LOC547323,-52.61,-44.40,-44.11,-69.68
10414741,---,-14.15,-16.46,-5.92,-29.52
10414744,---,-6.17,-9.00,0.96,-10.53
10414747,---,-11.17,-34.63,-0.40,-4.46
10414751,---,-7.85,-10.39,11.20,-22.40
10414754,Trav14d-3-dv8,-48.61,-38.93,-37.26,-74.31
10414757,---,-2.75,-12.48,17.04,-6.16
10414760,Trav9d-3 or LOC547323,-26.16,-24.70,-16.12,-41.56
10414767,Rps19,-34.90,-14.32,-35.13,-63.94
10414769,Trav12-2,-18.91,-22.33,-10.52,-26.75
10414772,---,-28.28,-0.53,-28.55,-64.32
10414775,---,-34.90,-14.32,-35.13,-63.94
10414778,Trav14d-3-dv8,-30.71,-6.43,-30.98,-63.65
10414781,---,-15.22,-12.09,-18.42,-15.86
10414784,---,-43.10,-41.48,-49.58,-38.92
10414787,---,-35.11,-65.34,-19.75,-31.44
10414790,---,-66.44,-73.71,-53.00,-72.43
10414793,---,-20.08,-27.31,-7.81,-33.12
10414796,---,-19.69,16.39,-28.54,-41.41
10414799,---,-23.55,-49.19,7.65,-36.12
10414802,---,-19.71,-15.48,20.99,-58.54
10414805,---,-10.22,-15.88,28.42,-42.75
10414807,Trav14d-3-dv8,-34.84,-33.62,-46.14,-27.06
10414811,---,-19.14,-28.33,-7.22,-30.41
10414814,---,-62.47,-40.18,-49.63,-91.09
10414817,Trav9d-3 or A430107P09Rik,-20.20,-15.08,-26.72,-20.85
10414860,Trav14d-3-dv8,-34.90,-14.32,-35.13,-63.94
10414863,---,-34.90,-14.32,-35.13,-63.94
10414866,Trav9d-3 or LOC547323,-34.90,-14.32,-35.13,-63.94
10414874,Rps19,-34.90,-14.32,-35.13,-63.94
10414876,Trav12-2,-34.90,-14.32,-35.13,-63.94
10414879,---,-34.90,-14.32,-35.13,-63.94
10414882,---,-34.90,-14.32,-35.13,-63.94
10414885,Trav14d-3-dv8,-34.90,-14.32,-35.13,-63.94
10414888,---,-34.90,-14.32,-35.13,-63.94
10414891,Trav9d-3 or LOC547323,-34.90,-14.32,-35.13,-63.94
10414894,---,-34.90,-14.32,-35.13,-63.94
10414897,---,-34.90,-14.32,-35.13,-63.94
10414900,---,-34.90,-14.32,-35.13,-63.94
10414903,---,-34.90,-14.32,-35.13,-63.94
10414906,---,-34.90,-14.32,-35.13,-63.94
10414909,---,-15.73,-28.73,-8.47,-16.72
10414911,---,-34.90,-14.32,-35.13,-63.94
10414914,---,-15.39,-7.05,-15.54,-33.66
10414917,---,-34.90,-14.32,-35.13,-63.94
10414920,---,-77.07,-89.13,-53.12,-80.76
10414923,---,-34.90,-14.32,-35.13,-63.94
10414926,---,-34.90,-14.32,-35.13,-63.94
10414929,Trav7-4,-50.94,-73.42,-42.84,-41.82
10414932,---,4.98,-15.90,39.02,-3.75
10414934,LOC547323,-34.90,-14.32,-35.13,-63.94
10414937,---,-34.90,-14.32,-35.13,-63.94
10414940,---,-34.90,-14.32,-35.13,-63.94
10414943,Trav7n-5,-92.37,-94.36,-70.69,-98.23
10414947,---,-3.33,23.96,-0.87,-21.83
10414950,---,-25.28,-55.34,-18.34,-15.45
10414953,---,-45.25,-39.88,-44.65,-51.69
10414955,Trav9d-3 or LOC547323,-34.90,-14.32,-35.13,-63.94
10414958,Trav12-2,-44.06,-81.62,-64.17,-12.78
10414960,---,-34.90,-14.32,-35.13,-63.94
10414963,---,-51.90,-58.30,-34.68,-66.64
10414965,---,57.69,-7.03,69.66,78.12
10414967,---,-34.90,-14.32,-35.13,-63.94
10414970,---,10.39,-22.49,53.55,6.67
10414973,---,-14.93,2.68,16.95,-66.36
10414978,---,51.13,66.87,37.12,43.90
10414981,---,-20.25,-25.13,-23.03,-13.95
10414984,---,-55.89,-58.11,-51.76,-58.00
10414987,---,-47.14,-49.82,-39.90,-51.17
10414990,---,80.39,77.35,70.73,88.98
10414993,A630038E17Rik,-47.98,-20.19,-43.63,-92.07
10415011,---,-2.51,-3.40,-0.66,-3.50
10415013,---,-16.37,-28.36,-11.19,-11.61
10415015,Trav7-4,-14.41,-23.13,-7.55,-20.35
10415017,---,-47.89,-48.37,-45.74,-49.01
10415019,---,-6.06,-13.29,-3.22,-5.60
10415021,Abhd4,46.38,53.01,48.36,37.89
10415030,Oxa1l,-29.42,-23.39,-29.08,-35.95
10415045,Mrpl52,30.75,24.89,43.94,23.72
10415052,Mmp14,-39.29,-49.36,-43.74,-24.24
10415065,Lrp10,79.43,84.87,75.23,77.96
10415074,Rem2,-43.88,-38.08,-54.13,-40.91
10415081,---,57.33,65.95,45.60,59.19
10415084,---,-55.56,-74.69,-98.33,-13.51
10415086,Psmb11,31.32,-29.76,83.93,-2.37
10415090,Cdh24,7.58,39.45,-9.59,-3.11
10415092,4930579G18Rik,4.11,-11.56,17.29,18.85
10415095,1700123O20Rik or Acin1,29.62,22.08,61.79,4.30
10415099,---,19.37,-20.19,48.88,37.06
10415111,Bcl2l2,-51.81,-44.18,-64.07,-46.39
10415119,Pabpn1,26.90,30.01,26.17,25.10
10415127,Il25,23.62,-14.08,41.60,42.19
10415132,Cmtm5,-24.25,-22.72,-21.61,-29.66
10415140,Myh7 or D830015G02Rik,-61.56,-37.87,-66.78,-78.79
10415144,Ngdn,95.09,95.87,94.31,95.09
10415156,---,-16.59,-40.84,-0.32,-7.68
10415159,Thtpa or Ap1g2,-41.34,-22.08,-41.06,-58.07
10415163,Dhrs2,-0.83,-5.19,1.58,4.21
10415176,Dhrs4,-14.81,-2.27,-30.71,-10.16
10415187,Lrrc16b,-65.62,-51.71,-67.36,-75.54
10415228,Cpne6,-34.62,-72.30,-13.87,-30.97
10415248,Pck2,-17.08,-30.52,-9.66,-12.10
10415262,Dcaf11,27.69,38.96,6.49,32.33
10415279,Fitm1,-30.11,-30.27,-40.01,-22.91
10415282,Psme1,77.98,76.78,78.90,78.02
10415293,Rnf31 or Irf9,78.20,89.28,82.44,53.36
10415319,Irf9,97.07,99.20,96.30,91.59
10415332,Rec8,-43.03,-53.44,-22.70,-58.63
10415353,Tssk4,-5.83,-41.16,4.11,26.38
10415363,Gmpr2 or Tinf2,37.71,28.21,46.45,36.92
10415377,2610027L16Rik,19.40,26.02,7.96,23.89
10415388,Ltb4r2,-14.25,-23.72,7.81,-26.25
10415392,Ltb4r1,96.63,95.42,96.90,96.90
10415396,Nfatc4,-38.48,-33.33,-36.10,-47.35
10415408,Nynrin,-19.12,-25.20,-10.45,-21.32
10415411,Nynrin,-5.17,-7.52,-6.38,-2.18
10415413,Nynrin,-11.82,-7.32,-7.76,-22.01
10415415,Khnyn,-22.52,-7.10,-25.61,-33.79
10415425,Cma2 or Mcpt9 or Mcpt1 or Mcpt4,-53.68,-84.80,-57.27,-22.23
10415431,Mcpt1,-33.21,-12.50,-36.55,-66.21
10415438,Mcpt2,-25.59,-62.58,-9.52,-24.21
10415444,---,-24.36,5.23,-24.76,-63.83
10415446,Atp12a,-50.61,-85.04,-38.88,-31.83
10415472,Rnf17,-63.68,-72.05,-50.98,-67.12
10415513,Parp4 or Mphosph8,13.31,34.81,24.00,-22.79
10415570,Pspc1,-66.66,-99.51,-2.94,-51.62
10415572,2410022M11Rik,60.86,54.58,46.48,75.10
10415574,Ccni,-61.21,-66.72,-64.90,-50.96
10415576,Zmym2,-22.65,-7.01,-49.27,-5.04
10415601,---,77.09,80.35,85.29,55.64
10415604,Gjb2,-6.58,-8.14,-5.84,-5.67
10415606,---,17.94,14.03,40.11,-3.31
10415608,Ift88,-95.12,-97.31,-98.58,-81.91
10415636,Il17d,-76.96,-83.23,-53.78,-90.20
10415640,Snora65 or Rpl12 or Gm11425 or LOC630855,-65.75,-84.93,-65.07,-47.51
10415642,Sap18 or Gm10094,56.24,58.98,53.01,57.46
10415645,Mrp63,-10.57,6.99,-31.11,-10.23
10415649,Zdhhc20,-23.14,-12.44,-9.55,-54.09
10415651,Fgf9,-76.18,-73.69,-79.98,-75.24
10415660,Rpl13 or Gm10071,-4.90,27.51,-5.23,-43.91
10415662,Rcbtb1,-30.11,-20.68,-31.77,-37.19
10415678,Cab39l,30.21,26.88,29.90,34.28
10415693,Shisa2,-69.81,-81.61,-53.71,-72.38
10415700,Mtmr6,16.18,20.64,9.41,17.36
10415714,Fam123a,-57.62,-91.28,-25.59,-52.67
10415721,---,78.59,92.00,64.64,68.94
10415723,---,-41.05,-68.05,-33.16,-28.65
10415725,Spata13,72.73,77.90,72.25,70.10
10415737,C1qtnf9,-49.50,-41.72,-30.15,-78.29
10415742,Mipep,-90.34,-84.76,-90.09,-93.72
10415766,Sacs or Sgcg,-59.75,-38.74,-48.64,-87.28
10415778,Arl11,80.20,82.32,81.82,75.45
10415781,---,88.96,81.71,91.05,91.43
10415784,Trim13,-92.86,-96.33,-97.94,-71.78
10415787,Kcnrg,-35.59,-55.02,-63.29,-7.78
10415791,Rnaseh2b,-70.54,-70.49,-64.05,-77.12
10415804,---,-68.23,-72.73,-60.60,-72.26
10415806,Fam124a,-14.91,-34.43,7.59,-18.54
10415811,Serpine3,35.04,-2.34,66.56,26.05
10415818,Wdfy2,72.56,82.19,68.56,65.69
10415832,Defb47,12.30,-1.47,30.55,8.09
10415835,Defb43,43.82,14.24,65.78,37.99
10415838,Defb42,-33.67,-15.86,-59.62,-30.33
10415842,---,-49.66,-77.63,-44.14,-33.30
10415844,Ctsb or Fdft1,88.72,89.90,87.44,88.82
10415857,Fam167a,-54.59,-62.36,-62.08,-40.07
10415866,Xkr6,-65.20,-63.79,-41.86,-86.35
10415873,Mir598,-14.35,-26.45,-16.31,1.16
10415875,Pinx1,25.48,15.50,31.08,30.66
10415885,Sox7,-28.37,-52.43,-31.14,-10.82
10415888,Gm10867,91.31,88.89,97.37,78.13
10415890,Rp1l1,-7.90,-18.41,24.76,-18.29
10415897,Prss51,7.73,-22.92,42.27,13.88
10415903,Prss52,-1.11,-0.91,42.42,-20.69
10415909,Mir124a-1 or A930011O12Rik,-41.44,-33.43,-48.36,-43.34
10415911,Kif13b,-67.59,-48.59,-73.54,-77.62
10415952,---,-73.13,-78.11,-64.02,-76.81
10415955,---,36.54,-10.58,54.53,58.90
10415957,---,-17.12,-18.44,-26.14,-8.86
10415960,Ints9,56.14,59.13,71.91,30.81
10415980,Fbxo16,-29.11,-46.37,-22.13,-23.63
10415991,Zfp395,-69.23,-76.47,-62.27,-68.13
10416004,Zfp395,-84.34,-86.60,-68.14,-92.71
10416006,Gm600,36.89,15.80,80.16,-16.22
10416023,Scara5,-24.13,-28.33,-21.96,-22.90
10416037,Pbk,-58.70,-57.18,-54.62,-64.23
10416044,Ccdc25,4.87,16.57,-10.13,7.33
10416057,Clu,-44.10,-48.15,-64.82,-27.74
10416069,Timm23,-34.90,-14.32,-35.13,-63.94
10416071,Chrna2,-10.60,-14.88,0.05,-19.86
10416082,Trim35,-34.80,-28.77,-33.01,-40.72
10416090,Stmn4,-48.78,-56.68,-36.61,-53.51
10416099,Adra1a,-43.98,-54.65,-22.33,-62.31
10416107,---,-3.65,-5.75,-3.87,-1.48
10416110,Gm5464,-4.35,-23.33,25.61,-8.55
10416112,Pnma2,-66.05,-40.06,-74.06,-84.48
10416120,---,-4.81,-13.51,5.78,-4.09
10416122,---,-38.91,-82.31,-51.58,27.43
10416124,---,18.08,-2.20,38.62,15.58
10416126,Ebf2,-54.53,-55.44,-47.97,-60.20
10416153,Gm10861,34.46,-7.75,54.89,50.16
10416155,Kctd9,-22.99,-19.43,-59.79,21.29
10416169,Gnrh1,-10.74,-9.86,-15.87,-7.31
10416175,Nefl,-21.94,-29.32,-22.58,-17.27
10416181,Stc1,-73.72,-89.60,-69.65,-58.03
10416187,Rps2,-34.90,-14.32,-35.13,-63.94
10416189,Nkx2-6,76.89,50.19,90.67,72.71
10416195,Nkx3-1,-57.66,-28.57,-54.94,-84.65
10416199,Entpd4 or LOC100862375,-83.93,-87.37,-86.28,-75.24
10416215,Loxl2 or LOC100862072,-62.54,-84.01,-80.78,-31.40
10416230,Tnfrsf10b,-70.53,-74.11,-52.63,-81.29
10416242,Pebp4,-28.32,-25.55,-24.56,-35.14
10416251,Egr3,-70.21,-80.49,-43.88,-80.73
10416256,Bin3,92.08,95.05,89.22,89.85
10416266,Ppp3cc,-34.84,-49.30,-24.04,-30.97
10416269,Ppp3cc,99.01,98.67,98.62,99.84
10416271,Mir320,61.94,44.14,78.05,57.76
10416273,Phyhip,-47.02,-52.03,-68.48,-25.46
10416279,Lgi3,-12.48,-52.03,-11.90,-3.11
10416290,Reep4,79.24,80.99,72.27,84.36
10416302,Hr,-56.17,-51.79,-47.20,-69.18
10416325,Nudt18,69.91,56.48,84.47,58.06
10416332,Fam160b2,37.76,7.54,68.19,22.04
10416334,Dok2,7.16,-0.06,13.56,7.86
10416340,Gfra2,-70.53,-76.44,-63.91,-71.43
10416353,---,26.52,-17.12,44.12,53.44
10416355,Rcbtb2,51.43,60.73,49.04,45.60
10416371,Lpar6 or Rb1,38.38,47.24,35.91,32.18
10416375,Med4,-49.24,-81.22,-79.71,32.00
10416379,Sucla2,-56.93,-60.59,-47.71,-61.93
10416393,Nasp,56.07,67.67,65.20,26.60
10416400,---,3.43,-11.71,24.95,9.59
10416406,Htr2a,-46.14,-43.86,-60.47,-36.69
10416411,Esd or Gm2904,78.57,80.70,77.16,77.55
10416419,Gm10847,-38.09,-37.92,-42.27,-35.12
10416421,Lrch1,-60.15,-72.41,-53.10,-55.25
10416423,5031414D18Rik,71.88,77.51,75.43,60.02
10416437,Lcp1,91.40,93.55,91.87,89.32
10416451,Cpb2,-23.08,-24.64,-42.01,-12.75
10416464,Zc3h13,-78.02,-83.16,-77.62,-71.77
10416485,Siah3,-1.98,-7.74,29.68,-17.66
10416488,4930564B18Rik,-14.31,13.94,1.94,-55.57
10416494,Cog3,21.68,-6.82,46.35,22.14
10416496,Tpt1,96.93,95.12,96.88,98.10
10416503,Snora31,50.06,51.79,51.09,46.93
10416505,Kctd4,-73.54,-96.06,-68.20,-47.95
10416510,Nufip1,49.72,49.43,51.76,48.20
10416522,Tsc22d1,-23.63,-19.57,-33.39,-16.96
10416531,---,63.61,69.41,68.20,50.86
10416533,Ccdc122,-41.14,-29.28,-43.68,-49.57
10416541,Enox1,-37.74,-39.10,-47.28,-27.98
10416566,Epsti1,79.71,80.90,81.16,75.93
10416584,---,84.88,58.23,91.95,89.92
10416588,1300010F03Rik,-93.91,-88.42,-97.16,-94.02
10416640,Mtrf1,-51.58,-50.49,-13.43,-83.17
10416653,Kbtbd7,91.26,90.88,91.92,91.12
10416655,Gm5465,-58.12,-67.25,-50.99,-55.31
10416657,Elf1,63.92,67.01,64.74,58.13
10416666,Sugt1,42.47,45.68,25.08,51.91
10416680,Pcdh8,-21.71,-13.95,-40.67,-12.60
10416683,Gm6999,-23.23,-21.30,2.71,-56.68
10416689,Olfm4,-32.30,-43.60,-30.58,-25.39
10416696,---,-34.90,-14.32,-35.13,-63.94
10416698,---,-34.90,-14.32,-35.13,-63.94
10416700,Pcdh17,-37.00,-45.92,-20.29,-49.81
10416705,---,2.59,-45.64,31.62,26.70
10416707,---,-46.49,-52.09,-39.67,-47.38
10416709,Tdrd3,-39.44,-41.31,-47.73,-29.74
10416725,---,27.50,24.90,-3.56,56.97
10416727,4921530L21Rik,-19.73,-18.66,-30.93,-12.99
10416730,---,-81.31,-87.80,-74.90,-79.75
10416732,Snora30,-59.28,-71.09,-56.54,-46.94
10416734,---,-41.08,-47.47,-45.95,-32.37
10416736,6720463M24Rik,-77.47,-77.37,-75.46,-79.43
10416753,Pibf1 or Dis3,-54.49,-55.49,-51.52,-55.96
10416777,Klf5,-83.25,-93.85,-92.24,-55.12
10416785,---,-22.45,-49.70,-23.25,-5.88
10416791,---,-81.86,-87.89,-65.62,-88.06
10416793,Uchl3,-37.07,-37.10,-27.97,-45.99
10416800,Lmo7,-79.72,-78.64,-86.11,-72.59
10416835,Rpl17,-34.90,-14.32,-35.13,-63.94
10416837,Irg1,-4.37,-5.42,-6.97,-2.58
10416843,Cln5,-7.77,-0.03,-44.20,22.79
10416848,---,15.08,22.23,27.68,-3.29
10416850,Scel,-4.91,-5.30,-4.18,-5.82
10416887,Slain1,-66.18,-45.39,-60.97,-93.71
10416897,---,-39.23,-39.67,-27.51,-53.86
10416899,Ndfip2,-89.71,-92.19,-90.88,-84.79
10416911,4930449E01Rik,85.29,79.36,88.50,86.65
10416915,Rpl41 or Gm10736,-34.90,-14.32,-35.13,-63.94
10416917,Trim52,-42.89,-39.54,-37.94,-50.75
